position;colour
[454,184,3];[114,98,72]
[453,181,3];[71,64,45]
[453,182,3];[81,73,52]
[454,183,3];[99,86,67]
[454,186,5];[78,71,53]
[454,185,5];[110,92,72]
[454,184,5];[111,93,69]
[454,183,7];[83,74,59]
[431,263,5];[5,8,15]
[454,183,6];[92,86,64]
[454,183,5];[112,101,79]
[454,180,3];[87,78,60]
[453,176,3];[80,72,51]
[453,174,3];[87,76,56]
[453,173,3];[81,71,46]
[454,177,5];[129,112,86]
[-228,118,-26];[14,14,16]
[454,178,6];[74,63,41]
[454,177,6];[89,80,62]
[454,177,7];[107,98,80]
[454,176,6];[115,104,82]
[454,170,3];[79,68,50]
[453,168,4];[70,58,42]
[453,167,4];[81,70,50]
[454,167,4];[81,70,50]
[454,169,5];[133,121,97]
[454,170,5];[126,114,90]
[454,169,4];[100,89,67]
[453,170,7];[123,112,90]
[453,169,7];[138,128,103]
[453,169,6];[126,116,91]
[454,167,6];[109,98,76]
[453,168,9];[139,126,107]
[453,170,9];[119,108,88]
[453,169,8];[146,135,113]
[-267,129,-61];[45,31,30]
[453,172,8];[98,87,67]
[453,174,9];[109,98,78]
[453,173,9];[104,93,75]
[453,179,11];[99,90,72]
[453,177,10];[111,96,77]
[453,176,10];[122,111,93]
[453,177,9];[111,96,77]
[453,177,8];[116,103,84]
[453,177,7];[107,98,80]
[154,144,-23];[13,15,12]
[453,171,7];[122,111,89]
[453,173,6];[104,92,70]
[454,174,5];[107,95,71]
[453,175,7];[97,86,58]
[453,175,6];[105,91,65]
[453,174,6];[114,102,78]
[453,106,14];[132,123,108]
[453,172,7];[124,113,91]
[454,171,5];[130,118,94]
[453,172,6];[107,96,74]
[50,10,32];[132,146,159]
[454,172,4];[139,119,92]
[454,173,5];[93,81,57]
[454,174,4];[116,102,75]
[454,172,3];[94,87,58]
[454,175,3];[110,99,81]
[454,178,4];[113,99,73]
[454,179,3];[98,83,64]
[454,180,4];[120,100,75]
[454,182,5];[107,99,78]
[454,181,4];[120,106,80]
[453,184,7];[61,53,40]
[453,186,8];[75,65,53]
[453,186,10];[94,86,71]
[453,185,10];[111,102,84]
[453,185,8];[63,58,38]
[453,184,9];[110,103,85]
[453,183,9];[86,79,61]
[453,182,8];[91,80,62]
[453,183,7];[83,74,59]
[454,182,6];[93,86,68]
[453,180,8];[75,70,51]
[-260,85,-83];[58,40,30]
[453,180,6];[70,61,43]
[454,181,5];[128,112,86]
[453,180,7];[70,61,43]
[453,178,7];[71,63,48]
[90,104,17];[165,148,138]
[453,179,8];[62,56,40]
[453,180,9];[88,83,64]
[453,182,10];[77,70,52]
[453,185,11];[102,95,76]
[453,186,12];[55,52,37]
[453,185,12];[73,65,50]
[453,184,12];[75,66,51]
[453,187,13];[65,61,49]
[453,186,14];[65,61,49]
[453,186,13];[67,64,47]
[453,184,15];[71,65,53]
[453,184,14];[75,67,54]
[453,180,18];[89,80,62]
[453,181,17];[76,74,61]
[453,183,16];[75,69,55]
[453,184,16];[74,66,55]
[453,184,17];[78,72,58]
[453,184,18];[91,78,61]
[452,185,18];[103,92,70]
[452,184,18];[91,78,61]
[452,182,18];[91,86,67]
[453,183,18];[90,85,66]
[-467,120,-27];[46,44,29]
[452,182,19];[116,99,73]
[452,180,21];[148,127,100]
[452,180,19];[121,101,76]
[452,179,21];[149,127,103]
[489,186,16];[151,156,160]
[452,179,20];[145,121,93]
[452,178,21];[153,136,110]
[452,178,20];[144,124,99]
[452,177,20];[143,127,102]
[452,176,20];[138,126,102]
[452,176,19];[137,125,103]
[453,179,18];[100,89,71]
[452,179,19];[132,112,87]
[452,178,18];[115,102,83]
[452,177,18];[118,105,86]
[453,176,18];[122,111,91]
[453,179,14];[83,77,63]
[453,177,14];[75,69,53]
[453,177,15];[89,82,64]
[401,194,-1];[19,18,16]
[453,177,17];[110,98,82]
[453,178,16];[91,82,65]
[453,180,16];[75,69,55]
[453,179,16];[78,70,55]
[453,180,17];[75,71,59]
[453,182,16];[74,68,56]
[-319,176,-40];[42,37,34]
[453,181,15];[82,73,58]
[453,182,14];[85,76,61]
[453,184,13];[67,60,50]
[453,183,12];[116,107,89]
[453,182,11];[119,108,88]
[453,182,13];[121,108,91]
[453,181,12];[128,119,101]
[453,180,13];[84,75,58]
[453,177,11];[122,109,92]
[453,176,14];[85,77,62]
[453,175,14];[100,94,78]
[453,174,15];[101,95,79]
[453,167,13];[96,89,71]
[453,168,13];[95,87,72]
[453,168,12];[97,88,71]
[453,167,12];[97,88,71]
[453,171,14];[93,85,70]
[453,173,13];[94,86,71]
[453,173,14];[94,86,71]
[453,175,13];[107,100,82]
[442,263,2];[16,17,19]
[453,174,12];[102,93,76]
[453,175,10];[107,98,81]
[453,173,10];[97,86,68]
[453,172,12];[97,90,72]
[453,171,11];[99,90,73]
[453,171,12];[98,91,73]
[453,170,11];[107,98,80]
[453,169,11];[108,99,81]
[453,168,10];[131,120,100]
[453,166,11];[92,83,66]
[453,165,10];[117,108,90]
[91,17,20];[74,64,52]
[453,164,10];[130,122,101]
[-265,5,-7];[136,143,151]
[453,163,11];[128,117,99]
[453,162,11];[125,116,98]
[453,159,14];[109,101,86]
[453,159,12];[127,120,102]
[453,159,13];[118,113,94]
[453,161,13];[111,104,86]
[453,160,13];[117,110,92]
[453,161,14];[105,96,79]
[453,162,14];[100,93,75]
[453,163,12];[119,110,92]
[453,164,12];[125,118,99]
[453,165,11];[127,120,102]
[453,166,12];[103,94,77]
[453,163,14];[101,94,76]
[453,165,13];[109,102,84]
[453,167,14];[95,87,72]
[-293,60,-59];[25,20,17]
[453,166,15];[96,89,71]
[453,169,16];[90,82,67]
[453,168,16];[87,79,64]
[453,172,16];[95,87,72]
[412,153,-3];[52,46,32]
[453,172,15];[92,84,69]
[453,175,16];[101,94,76]
[396,179,-2];[51,41,31]
[453,173,15];[86,78,63]
[453,174,16];[96,89,71]
[453,175,17];[99,90,72]
[453,173,17];[103,96,78]
[453,171,17];[98,91,73]
[453,172,18];[101,94,76]
[453,173,18];[103,96,78]
[452,175,19];[130,122,101]
[452,175,18];[130,122,101]
[452,175,20];[143,132,110]
[452,174,21];[156,144,122]
[452,170,22];[144,133,115]
[452,169,22];[152,139,120]
[461,43,20];[159,143,120]
[452,172,22];[155,140,119]
[452,173,21];[151,139,117]
[452,172,21];[146,134,112]
[452,171,21];[152,135,115]
[452,172,20];[135,124,104]
[452,172,19];[135,124,104]
[452,171,20];[149,137,115]
[452,170,19];[139,128,108]
[452,169,20];[145,133,111]
[452,167,19];[131,118,99]
[452,167,18];[113,104,86]
[453,168,18];[111,102,84]
[453,167,18];[113,104,86]
[-455,41,-27];[92,83,84]
[453,169,18];[109,100,82]
[453,167,17];[97,90,72]
[453,162,21];[145,136,121]
[453,164,18];[114,103,85]
[452,165,18];[112,103,85]
[453,165,18];[114,105,87]
[452,165,19];[131,120,102]
[452,163,20];[152,137,118]
[452,164,19];[135,122,103]
[-278,19,-48];[142,104,67]
[452,164,21];[141,130,110]
[452,166,21];[141,129,107]
[452,166,20];[140,125,106]
[452,166,19];[125,112,93]
[452,167,22];[153,142,124]
[452,166,22];[152,143,125]
[453,164,21];[141,130,110]
[452,163,21];[141,132,115]
[-270,68,-67];[77,64,47]
[452,158,21];[111,106,87]
[453,160,19];[89,83,71]
[453,160,17];[96,90,76]
[-211,65,-21];[101,97,88]
[453,161,17];[92,86,72]
[453,164,17];[120,111,94]
[453,162,16];[110,102,87]
[453,162,15];[108,99,84]
[453,160,16];[94,86,73]
[454,61,5];[105,98,88]
[400,105,0];[51,52,46]
[453,159,15];[100,92,77]
[452,154,18];[122,113,96]
[453,156,17];[112,104,89]
[453,156,16];[103,95,80]
[453,158,15];[103,94,79]
[453,157,15];[104,96,81]
[453,158,18];[90,82,69]
[204,159,-11];[133,125,102]
[453,157,17];[103,95,82]
[452,157,20];[124,115,100]
[453,155,20];[109,101,86]
[452,156,20];[126,118,103]
[453,153,22];[31,37,35]
[453,156,21];[128,120,105]
[453,154,20];[110,101,86]
[453,155,21];[123,117,101]
[452,152,18];[125,114,96]
[453,152,17];[110,98,82]
[453,149,17];[111,102,87]
[452,150,17];[108,99,84]
[453,149,16];[111,103,88]
[453,150,16];[107,99,84]
[453,150,15];[108,100,85]
[205,7,83];[98,98,98]
[453,151,15];[112,106,92]
[453,151,14];[108,102,86]
[453,152,14];[114,106,91]
[453,156,9];[127,119,98]
[453,154,13];[120,113,95]
[453,153,14];[120,112,97]
[453,154,14];[123,115,100]
[-248,27,-32];[59,63,66]
[453,155,16];[114,106,91]
[453,155,15];[114,106,91]
[453,155,14];[117,109,94]
[453,155,13];[121,114,96]
[-246,61,-26];[47,29,27]
[453,157,14];[103,95,80]
[453,157,13];[102,95,77]
[453,155,12];[130,125,106]
[453,159,11];[135,126,108]
[453,157,10];[131,123,102]
[453,162,10];[118,107,87]
[453,161,10];[115,107,86]
[453,160,10];[114,106,85]
[453,159,10];[123,115,92]
[453,158,8];[144,134,107]
[453,157,8];[126,114,88]
[453,158,5];[168,147,116]
[453,161,9];[123,112,90]
[453,160,7];[142,128,102]
[453,159,8];[150,140,115]
[453,159,7];[149,138,110]
[453,159,6];[166,151,120]
[-240,8,-23];[174,170,159]
[424,16,2];[92,46,30]
[453,162,8];[127,115,91]
[-235,124,-28];[113,97,82]
[453,162,7];[134,120,94]
[453,161,7];[123,107,82]
[453,161,6];[148,131,103]
[453,163,9];[109,97,75]
[453,163,8];[117,105,81]
[453,167,6];[109,98,76]
[453,167,5];[94,83,61]
[453,165,7];[125,113,89]
[453,164,8];[127,115,91]
[453,164,7];[135,121,95]
[137,147,-66];[51,44,34]
[453,166,5];[109,97,75]
[453,162,5];[155,138,108]
[47,18,-17];[62,49,33]
[453,164,6];[132,116,90]
[454,164,5];[135,118,92]
[454,163,5];[146,129,101]
[454,165,5];[134,118,95]
[453,166,4];[94,95,89]
[-449,85,-22];[73,66,60]
[454,164,3];[82,71,43]
[454,163,4];[133,107,74]
[453,161,4];[129,115,78]
[454,161,4];[129,115,78]
[455,224,24];[64,65,60]
[454,161,3];[99,84,51]
[-3,27,-39];[109,73,39]
[454,160,4];[139,118,75]
[454,159,4];[161,129,91]
[-270,69,-21];[134,127,135]
[-278,136,-45];[8,11,18]
[453,159,3];[121,90,61]
[453,158,4];[138,109,75]
[453,158,3];[101,78,44]
[453,157,3];[105,82,51]
[453,154,4];[92,68,42]
[453,157,6];[134,122,96]
[453,157,4];[116,92,66]
[453,156,4];[109,82,53]
[192,9,62];[103,112,129]
[453,155,5];[122,96,69]
[453,155,4];[104,81,50]
[453,156,7];[125,115,90]
[453,154,6];[116,107,78]
[453,153,6];[111,103,80]
[453,155,8];[130,114,88]
[453,153,9];[116,110,88]
[453,152,8];[94,87,69]
[-297,147,-38];[51,51,39]
[453,151,10];[114,105,87]
[453,152,10];[122,116,94]
[453,152,12];[108,105,86]
[453,151,12];[104,95,78]
[453,151,13];[100,93,75]
[453,150,14];[104,97,79]
[453,148,9];[57,51,39]
[453,149,12];[90,83,65]
[453,151,11];[115,107,86]
[453,149,10];[69,63,49]
[426,264,17];[8,9,14]
[453,151,8];[83,74,56]
[453,150,8];[77,69,54]
[453,153,5];[89,69,44]
[453,152,7];[89,83,67]
[454,151,6];[76,74,61]
[454,151,5];[103,95,74]
[453,150,7];[67,61,47]
[453,148,8];[57,53,41]
[453,148,7];[61,57,45]
[453,148,6];[59,55,43]
[453,149,6];[67,61,47]
[454,151,4];[103,90,71]
[453,149,4];[72,60,46]
[453,149,3];[52,41,37]
[453,147,3];[35,28,18]
[453,146,2];[31,30,25]
[211,10,46];[115,115,139]
[454,147,3];[62,44,34]
[453,148,5];[62,56,42]
[454,147,5];[58,54,43]
[454,146,5];[58,54,43]
[452,158,3];[98,69,39]
[453,147,6];[62,58,47]
[453,147,7];[62,60,48]
[454,146,6];[60,56,45]
[453,146,8];[67,63,54]
[453,146,7];[64,60,49]
[-315,158,-38];[80,82,71]
[454,145,5];[50,47,38]
[453,144,6];[55,51,42]
[454,144,6];[55,51,42]
[-268,34,-25];[26,27,31]
[454,144,5];[47,44,35]
[453,142,7];[47,46,41]
[118,193,7];[126,116,104]
[453,141,8];[66,62,50]
[453,141,7];[51,48,41]
[-267,117,-43];[40,39,34]
[454,142,6];[47,44,39]
[454,141,6];[48,45,38]
[466,124,22];[149,139,130]
[454,143,5];[49,46,39]
[-238,161,-28];[95,87,74]
[454,142,3];[41,34,26]
[453,141,3];[30,30,18]
[453,140,3];[34,31,22]
[454,140,3];[34,31,22]
[454,139,4];[75,62,54]
[453,139,3];[41,32,23]
[454,137,3];[99,81,61]
[453,137,6];[104,95,78]
[454,135,6];[139,129,104]
[-230,128,-28];[104,97,78]
[453,136,6];[111,100,80]
[453,136,5];[97,86,66]
[454,136,3];[110,89,70]
[454,134,4];[130,120,93]
[454,133,3];[106,90,74]
[453,132,3];[57,44,28]
[453,130,6];[145,133,111]
[453,129,7];[134,123,103]
[453,128,8];[110,103,84]
[453,126,8];[110,101,86]
[453,126,9];[95,82,73]
[454,126,9];[95,82,73]
[453,128,9];[110,103,85]
[453,127,9];[80,70,58]
[453,126,11];[111,103,92]
[453,124,11];[154,141,124]
[453,125,8];[112,103,85]
[-498,46,-40];[84,56,44]
[453,124,6];[147,140,114]
[4,25,-39];[94,102,102]
[453,126,7];[136,128,105]
[453,128,7];[140,132,111]
[453,129,6];[147,135,113]
[453,128,6];[146,138,115]
[453,126,6];[151,140,118]
[453,124,5];[153,142,112]
[453,125,6];[149,138,118]
[453,124,4];[159,143,117]
[453,126,4];[157,143,116]
[453,125,4];[163,154,123]
[140,10,44];[107,114,130]
[454,124,3];[146,129,103]
[453,124,3];[146,129,103]
[453,127,2];[80,68,46]
[454,128,4];[154,142,116]
[454,127,4];[152,137,116]
[454,127,3];[137,120,94]
[453,129,5];[146,134,108]
[454,129,4];[161,150,122]
[453,130,4];[158,144,118]
[453,135,6];[139,129,104]
[453,136,7];[110,102,79]
[453,133,7];[170,146,122]
[453,132,7];[146,126,101]
[453,134,9];[105,97,76]
[453,136,8];[116,108,85]
[453,135,9];[148,140,119]
[119,8,65];[105,119,146]
[453,138,7];[98,89,72]
[453,138,4];[85,76,61]
[453,138,6];[93,84,69]
[454,138,5];[85,76,61]
[454,138,4];[88,72,56]
[-254,72,-21];[175,173,174]
[453,139,5];[57,51,39]
[454,139,6];[65,59,47]
[453,139,8];[87,78,63]
[112,38,23];[88,62,71]
[453,139,7];[87,78,63]
[10,40,-39];[98,47,16]
[453,139,6];[65,59,47]
[453,140,7];[56,52,41]
[453,140,8];[81,73,60]
[453,141,9];[101,92,75]
[453,142,9];[88,80,65]
[453,142,8];[58,56,44]
[453,145,7];[59,55,44]
[453,143,8];[62,59,52]
[453,143,10];[99,90,72]
[453,143,9];[74,70,58]
[453,142,10];[100,91,73]
[453,143,11];[111,103,82]
[385,13,20];[123,129,143]
[453,146,12];[93,84,66]
[-15,13,-8];[129,133,132]
[453,145,11];[103,94,76]
[453,145,12];[103,95,74]
[453,144,12];[113,104,86]
[453,147,10];[61,54,44]
[208,188,-11];[37,36,41]
[453,147,11];[86,80,66]
[215,7,73];[115,123,136]
[453,146,13];[93,86,68]
[-254,45,-32];[38,35,26]
[453,146,14];[108,101,83]
[453,145,14];[107,100,82]
[453,142,14];[110,103,85]
[-274,28,-49];[41,28,9]
[453,144,13];[113,106,88]
[453,143,14];[109,101,86]
[453,143,13];[113,106,88]
[-205,127,-12];[71,72,67]
[453,143,12];[112,103,85]
[453,140,10];[125,113,91]
[-270,43,-24];[45,41,42]
[453,140,9];[112,101,83]
[453,140,11];[136,125,105]
[453,141,12];[115,108,90]
[453,140,13];[114,107,89]
[453,140,12];[130,121,103]
[453,137,12];[137,132,113]
[453,137,11];[140,133,114]
[453,136,11];[140,133,115]
[453,136,12];[111,103,90]
[453,135,13];[90,82,69]
[451,156,3];[78,54,28]
[453,135,12];[96,87,72]
[453,134,10];[84,75,60]
[453,132,8];[151,136,115]
[453,130,10];[91,83,70]
[-212,52,-24];[102,99,92]
[453,130,9];[114,107,89]
[453,129,10];[102,94,79]
[453,131,10];[114,108,92]
[453,133,11];[95,87,72]
[-218,197,-21];[5,9,18]
[453,132,11];[128,121,103]
[453,134,13];[94,84,72]
[453,134,12];[89,79,67]
[453,133,12];[89,80,63]
[453,131,17];[141,128,112]
[453,131,15];[113,101,87]
[453,132,14];[94,88,74]
[453,133,14];[106,100,86]
[453,133,13];[91,83,68]
[453,132,13];[90,82,67]
[453,130,12];[89,82,72]
[453,127,11];[117,109,96]
[453,127,12];[130,124,108]
[453,128,12];[101,95,79]
[453,129,13];[99,93,81]
[-466,80,-31];[39,34,28]
[453,129,12];[81,75,63]
[40,13,-13];[72,55,39]
[453,130,14];[133,125,112]
[453,128,14];[134,126,111]
[453,126,15];[113,97,84]
[453,126,12];[134,121,105]
[453,125,13];[122,106,91]
[453,125,12];[173,153,129]
[453,123,14];[153,136,116]
[453,124,13];[147,130,112]
[453,124,16];[151,135,120]
[453,124,15];[174,153,132]
[453,125,15];[148,129,112]
[453,128,16];[118,103,84]
[439,76,2];[35,32,27]
[453,128,17];[146,128,108]
[-270,96,-21];[180,175,172]
[453,126,19];[159,138,117]
[453,127,17];[153,131,110]
[453,126,17];[158,137,118]
[453,125,19];[153,136,120]
[431,241,-1];[35,34,29]
[453,125,18];[153,136,116]
[453,125,17];[163,147,124]
[453,124,18];[158,142,126]
[453,123,20];[159,141,121]
[453,124,20];[150,145,142]
[454,127,21];[140,135,141]
[453,127,19];[157,139,119]
[453,128,19];[163,142,121]
[454,128,19];[42,32,23]
[453,129,18];[146,125,106]
[452,132,18];[140,131,116]
[452,131,16];[118,105,89]
[-244,70,-21];[82,51,31]
[453,133,16];[106,100,86]
[452,133,17];[124,115,100]
[453,132,16];[98,90,77]
[-491,49,-38];[126,78,58]
[452,132,17];[131,122,107]
[-225,21,-28];[20,20,18]
[453,135,16];[106,98,85]
[453,135,14];[97,89,76]
[453,134,14];[103,95,82]
[-274,26,-82];[83,42,20]
[453,136,13];[111,103,90]
[453,137,14];[112,104,91]
[453,136,15];[107,99,86]
[453,135,15];[101,93,80]
[453,138,14];[117,109,94]
[140,162,-13];[120,120,110]
[453,139,15];[107,99,84]
[405,176,-2];[48,41,31]
[-219,63,-22];[32,38,34]
[453,139,14];[115,107,92]
[453,140,15];[106,98,83]
[454,141,20];[80,72,59]
[49,8,34];[124,80,51]
[453,142,19];[99,87,75]
[229,183,-22];[27,12,9]
[452,142,19];[119,107,93]
[452,142,18];[117,105,91]
[452,140,17];[108,99,84]
[453,140,18];[115,106,91]
[453,140,17];[108,99,84]
[453,139,18];[113,104,89]
[453,139,16];[105,97,82]
[453,138,16];[107,99,84]
[453,138,15];[112,104,91]
[453,137,16];[107,99,86]
[453,144,10];[93,84,67]
[452,138,18];[111,102,87]
[453,138,18];[111,102,87]
[453,137,18];[112,103,88]
[453,136,17];[108,99,84]
[452,134,17];[123,111,95]
[453,135,19];[130,116,103]
[452,132,19];[109,100,85]
[453,130,20];[140,121,106]
[-248,48,-31];[85,70,49]
[454,130,21];[112,97,74]
[-231,164,-27];[122,111,93]
[453,131,20];[80,66,53]
[453,132,20];[103,89,78]
[64,18,17];[56,52,51]
[453,133,21];[92,62,51]
[-283,72,-41];[70,69,74]
[454,134,21];[106,93,76]
[453,133,20];[127,111,96]
[453,134,20];[120,108,96]
[-418,80,-19];[110,106,103]
[454,135,21];[108,94,83]
[-230,136,-26];[28,28,28]
[453,136,20];[134,117,99]
[-467,137,-25];[63,58,52]
[127,143,-47];[41,41,41]
[453,137,19];[119,107,93]
[453,138,19];[105,96,81]
[452,139,19];[113,104,89]
[454,140,20];[68,58,46]
[-273,20,-48];[66,41,21]
[453,139,20];[100,91,76]
[454,138,20];[107,93,80]
[453,137,20];[119,107,93]
[454,137,21];[101,83,69]
[455,139,21];[110,95,74]
[454,139,21];[106,91,72]
[455,140,21];[90,79,61]
[454,143,21];[106,83,65]
[452,143,19];[117,108,93]
[452,143,18];[111,102,87]
[172,145,-20];[30,24,24]
[452,143,17];[104,96,81]
[453,143,15];[108,100,85]
[1,14,-7];[137,127,118]
[453,141,16];[110,101,86]
[453,143,16];[109,101,86]
[453,143,17];[104,96,81]
[453,144,17];[103,94,79]
[452,144,18];[102,93,78]
[453,146,17];[107,98,83]
[453,147,16];[113,105,90]
[453,147,18];[101,92,77]
[453,148,17];[101,92,77]
[453,149,18];[104,95,80]
[453,148,19];[110,101,86]
[453,150,18];[107,98,83]
[453,151,20];[100,92,77]
[453,145,19];[104,95,80]
[-264,159,-30];[137,122,99]
[452,144,19];[112,103,88]
[453,144,21];[92,84,71]
[453,147,21];[90,80,68]
[454,149,21];[120,107,91]
[481,150,24];[115,105,95]
[414,156,-1];[90,87,70]
[415,157,-1];[41,32,27]
[415,157,0];[77,71,59]
[415,156,0];[82,74,59]
[415,155,0];[79,72,54]
[415,152,-1];[50,44,32]
[415,151,0];[58,46,34]
[415,149,1];[53,49,38]
[-267,96,-20];[158,62,74]
[415,149,0];[92,115,133]
[415,148,0];[108,119,136]
[422,131,-2];[58,45,36]
[396,144,-2];[39,32,26]
[388,155,-2];[23,22,18]
[388,157,-2];[16,16,16]
[388,156,-2];[21,17,14]
[387,157,-1];[5,7,2]
[387,156,-2];[20,21,16]
[386,157,-2];[17,18,12]
[386,156,-2];[30,27,20]
[385,157,-2];[20,12,9]
[385,156,-2];[39,36,21]
[385,151,-2];[46,40,26]
[164,144,-33];[12,6,6]
[385,150,-2];[46,40,26]
[385,152,-2];[42,38,26]
[125,126,-46];[42,33,34]
[387,155,-2];[33,28,24]
[386,154,-2];[41,37,34]
[386,153,-2];[50,43,35]
[387,153,-2];[46,42,31]
[387,152,-2];[48,44,32]
[387,151,-2];[48,45,36]
[390,149,-2];[41,32,25]
[108,146,-74];[64,49,44]
[391,151,-2];[59,54,50]
[390,151,-2];[50,40,31]
[390,152,-2];[42,38,29]
[391,152,-2];[55,47,45]
[390,153,-2];[121,124,131]
[390,153,-3];[27,27,17]
[388,152,-2];[37,35,23]
[-228,35,-31];[35,34,29]
[387,150,-2];[52,48,39]
[386,149,-2];[52,48,37]
[385,149,-2];[46,43,28]
[386,147,-2];[50,46,35]
[389,148,-2];[43,41,29]
[390,148,-2];[43,41,29]
[-27,13,1];[159,158,156]
[391,145,-2];[98,89,72]
[390,146,-2];[48,39,30]
[389,146,-2];[50,47,40]
[387,147,-2];[51,48,39]
[388,146,-2];[54,49,43]
[389,145,-2];[35,31,20]
[388,145,-2];[37,34,27]
[386,145,-2];[68,72,73]
[385,146,-2];[46,39,29]
[385,145,-2];[40,30,21]
[149,154,-15];[108,99,81]
[448,134,-23];[82,69,60]
[450,134,-24];[67,55,43]
[451,133,-24];[102,109,115]
[-269,31,-58];[91,59,34]
[451,133,-25];[102,109,115]
[450,133,-23];[122,133,151]
[390,264,-2];[10,11,15]
[450,134,-25];[63,42,25]
[449,133,-21];[81,70,66]
[-254,94,-22];[74,62,62]
[449,133,-22];[100,98,99]
[450,132,-20];[92,77,72]
[450,133,-21];[85,75,65]
[449,134,-22];[100,98,99]
[451,131,-17];[89,69,58]
[453,122,-15];[84,62,65]
[453,125,-17];[97,76,75]
[453,124,-25];[81,83,78]
[176,9,71];[100,84,68]
[-475,11,-35];[123,82,64]
[453,125,-26];[90,85,81]
[453,126,-22];[93,82,78]
[454,126,-23];[108,105,98]
[454,126,-26];[87,79,77]
[453,125,-22];[92,83,78]
[453,125,-23];[101,99,87]
[453,125,-24];[96,93,88]
[454,125,-27];[82,71,79]
[453,124,-24];[81,83,78]
[454,124,-26];[74,65,56]
[454,124,-28];[93,68,64]
[453,123,-21];[92,74,74]
[453,123,-22];[84,75,70]
[454,123,-25];[65,62,57]
[454,123,-26];[66,57,48]
[453,122,-22];[93,78,75]
[453,122,-24];[46,44,32]
[454,122,-25];[58,53,47]
[454,122,-27];[62,53,44]
[453,121,-22];[90,77,68]
[453,121,-23];[74,68,54]
[454,121,-26];[59,54,48]
[453,120,-23];[78,72,58]
[454,120,-24];[67,65,50]
[454,119,-24];[68,65,48]
[-280,66,-22];[47,48,52]
[454,118,-24];[72,69,52]
[453,126,-19];[100,76,72]
[453,125,-18];[97,77,76]
[-287,146,-41];[94,93,73]
[453,125,-19];[105,82,76]
[453,124,-20];[102,83,76]
[453,123,-16];[96,74,76]
[453,123,-17];[99,79,80]
[453,122,-16];[101,76,79]
[488,120,13];[128,128,130]
[453,122,-17];[103,81,83]
[453,122,-18];[99,79,81]
[453,122,-21];[93,78,75]
[453,121,-17];[95,69,70]
[453,121,-18];[90,68,70]
[453,121,-20];[95,74,69]
[453,120,-18];[80,56,56]
[453,119,-21];[94,75,69]
[453,119,-22];[89,74,69]
[453,118,-22];[88,73,70]
[453,118,-23];[89,79,69]
[453,117,-23];[96,85,79]
[-285,46,-64];[207,191,155]
[453,123,-20];[102,84,80]
[453,122,-20];[99,82,75]
[453,116,-23];[100,85,82]
[453,119,-16];[84,56,55]
[453,118,-17];[84,55,57]
[453,117,-17];[82,56,59]
[453,117,-20];[82,66,66]
[-14,9,25];[104,112,122]
[453,117,-21];[84,66,64]
[453,119,-19];[79,58,57]
[453,118,-18];[89,59,61]
[452,116,-11];[45,31,30]
[389,176,-2];[26,23,18]
[452,109,-12];[56,34,36]
[453,112,-13];[65,36,38]
[453,105,-15];[58,43,46]
[453,102,-13];[55,27,24]
[453,101,-14];[58,33,36]
[453,94,-11];[38,29,30]
[419,127,-2];[26,19,13]
[420,123,-1];[14,13,8]
[420,124,-1];[14,14,6]
[420,125,-1];[23,13,11]
[420,116,0];[38,31,23]
[420,120,0];[62,55,47]
[420,122,0];[17,13,4]
[420,121,1];[18,13,7]
[420,126,0];[41,42,36]
[420,125,1];[54,48,36]
[420,125,0];[21,17,6]
[420,124,0];[19,16,11]
[420,129,1];[75,71,62]
[420,128,0];[75,71,60]
[420,131,-1];[36,28,26]
[420,129,-1];[21,17,8]
[407,127,-4];[56,37,30]
[405,123,-5];[78,71,65]
[405,122,-5];[74,67,59]
[404,123,-5];[78,71,65]
[164,182,-21];[32,27,24]
[402,128,-1];[78,61,53]
[405,121,-3];[74,66,63]
[404,122,-2];[75,66,61]
[404,121,-2];[67,59,57]
[404,120,-2];[57,48,43]
[404,119,-1];[26,14,14]
[403,121,-1];[34,26,24]
[402,127,-1];[78,63,56]
[400,130,-2];[68,49,34]
[400,129,-2];[90,74,59]
[398,128,-5];[77,60,42]
[401,127,-3];[76,66,56]
[400,128,-3];[80,66,57]
[402,127,-2];[78,63,56]
[402,126,-2];[75,66,59]
[37,48,-31];[70,54,38]
[402,125,-2];[80,71,64]
[403,124,-1];[66,53,44]
[403,123,-3];[83,74,67]
[403,124,-4];[84,79,73]
[403,124,-5];[85,78,72]
[402,125,-4];[84,80,71]
[403,125,-6];[73,70,55]
[404,124,-5];[85,78,72]
[404,123,-4];[82,77,71]
[403,124,-3];[84,75,68]
[403,125,-5];[84,77,69]
[402,125,-3];[84,80,71]
[406,127,-8];[47,49,38]
[405,122,-6];[65,61,58]
[407,128,-10];[42,36,24]
[406,127,-9];[47,49,38]
[406,124,-7];[73,65,54]
[405,125,-7];[70,60,48]
[405,123,-6];[65,72,78]
[404,125,-6];[68,68,58]
[408,127,-8];[34,30,18]
[408,126,-8];[28,26,14]
[-274,120,-39];[52,51,49]
[407,126,-9];[38,38,28]
[407,124,-7];[33,34,28]
[407,124,-8];[84,81,72]
[-479,55,-36];[131,83,63]
[138,117,-35];[67,29,26]
[407,123,-7];[97,98,92]
[407,122,-6];[39,33,21]
[442,257,8];[21,22,27]
[407,120,-6];[82,76,76]
[-278,70,-20];[117,117,125]
[407,121,-6];[83,75,72]
[407,122,-5];[42,32,22]
