position;colour
[38,100,3];[100,34,0]
[51,83,-8];[37,25,13]
[50,94,-6];[25,18,8]
[29,87,17];[54,36,12]
[27,88,18];[25,21,10]
[26,89,18];[28,24,15]
[31,87,15];[122,59,15]
[38,74,-2];[93,28,0]
[37,76,-2];[106,33,0]
[35,85,1];[58,27,9]
[54,89,-19];[20,19,15]
[54,91,-21];[21,17,14]
[54,90,-21];[19,15,14]
[54,89,-20];[22,18,19]
[54,89,-21];[18,16,17]
[54,88,-21];[29,20,11]
[54,91,-22];[19,18,16]
[54,90,-22];[19,15,14]
[54,88,-22];[33,18,11]
[54,92,-22];[21,17,14]
[54,92,-23];[22,19,12]
[53,84,-21];[96,35,6]
[53,85,-22];[102,36,1]
[54,86,-22];[93,36,7]
[53,84,-23];[100,36,8]
[53,83,-22];[63,27,5]
[53,86,-23];[102,37,9]
[54,87,-22];[76,30,7]
[50,92,-6];[106,46,9]
[54,87,-23];[79,32,12]
[54,86,-23];[100,37,4]
[53,86,-24];[102,36,4]
[39,73,-3];[110,44,10]
[53,85,-24];[105,34,4]
[53,92,-27];[20,15,9]
[53,91,-27];[19,15,12]
[53,91,-28];[18,15,10]
[53,93,-28];[43,26,18]
[53,92,-28];[22,18,9]
[52,92,-29];[23,16,8]
[52,90,-29];[17,14,7]
[53,88,-27];[46,22,10]
[39,90,0];[47,25,2]
[11,171,13];[102,46,21]
[53,90,-27];[19,15,12]
[54,86,-19];[101,39,0]
[54,86,-21];[108,40,5]
[54,84,-20];[100,35,3]
[30,89,16];[44,31,15]
[48,83,-4];[22,19,12]
[54,91,-25];[18,15,10]
[53,90,-25];[19,15,16]
[53,89,-25];[21,16,10]
[54,90,-24];[19,15,12]
[54,90,-25];[19,14,10]
[54,88,-25];[54,26,12]
[53,88,-25];[53,25,13]
[54,89,-24];[20,16,13]
[54,87,-24];[97,37,9]
[53,87,-25];[88,34,8]
[8,155,14];[110,76,31]
[50,99,-9];[87,40,14]
[52,99,-15];[133,51,1]
[52,98,-15];[134,53,0]
[52,98,-16];[130,50,1]
[53,97,-19];[115,40,1]
[53,89,-14];[22,19,10]
[53,88,-15];[40,22,10]
[52,88,-10];[81,33,10]
[52,88,-11];[93,38,15]
[52,87,-12];[105,40,2]
[52,89,-10];[62,27,7]
[52,89,-11];[71,33,12]
[50,98,-9];[105,38,9]
[50,97,-8];[96,31,0]
[32,78,1];[109,39,3]
[51,92,-9];[91,40,13]
[32,94,6];[80,28,7]
[53,93,-15];[16,17,11]
[40,135,10];[74,23,2]
[53,92,-16];[23,18,15]
[53,91,-15];[73,39,14]
[53,98,-21];[129,51,2]
[54,97,-22];[123,48,8]
[25,84,17];[152,63,7]
[25,85,17];[119,49,0]
[37,97,4];[97,39,2]
[50,96,-8];[114,44,8]
[50,98,-10];[110,37,4]
[36,111,7];[86,28,8]
[51,97,-11];[118,42,6]
[22,134,21];[203,110,15]
[32,135,15];[249,145,20]
[50,96,-9];[98,34,6]
[33,78,10];[173,65,0]
[33,77,9];[189,83,7]
[54,97,-21];[123,49,0]
[52,97,-14];[111,39,0]
[52,90,-10];[93,40,9]
[52,90,-11];[73,35,12]
[51,99,-12];[122,49,4]
[51,98,-12];[129,48,5]
[51,97,-12];[119,45,0]
[51,99,-13];[136,53,1]
[51,98,-13];[137,55,7]
[41,91,-2];[39,20,6]
[53,96,-16];[114,44,6]
[50,95,-8];[78,32,8]
[51,92,-11];[37,20,10]
[52,91,-13];[72,33,16]
[32,82,5];[23,19,8]
[49,100,-9];[21,14,8]
[33,87,12];[78,42,6]
[52,88,-9];[89,38,9]
[52,87,-10];[98,39,9]
[52,86,-10];[118,46,6]
[50,99,-11];[111,43,4]
[53,88,-17];[27,19,16]
[49,97,-5];[89,30,0]
[54,88,-18];[27,18,13]
[53,87,-17];[89,39,6]
[54,93,-19];[18,13,17]
[54,92,-19];[15,15,15]
[47,94,-4];[35,23,11]
[50,98,-7];[107,36,8]
[32,81,3];[18,13,10]
[-2,162,12];[173,86,30]
[54,90,-18];[23,17,17]
[53,89,-16];[21,17,18]
[53,89,-17];[22,18,17]
[53,90,-14];[56,31,11]
[53,95,-16];[84,37,7]
[53,94,-16];[38,24,13]
[36,83,1];[79,27,3]
[35,83,0];[81,30,1]
[51,92,-7];[107,43,5]
[51,91,-8];[87,37,12]
[42,93,-3];[117,53,5]
[51,95,-12];[86,36,9]
[41,98,-1];[87,36,5]
[52,95,-13];[86,36,9]
[52,93,-12];[21,17,14]
[52,93,-13];[17,15,16]
[51,91,-11];[79,33,9]
[53,94,-18];[30,12,0]
[53,93,-17];[16,14,19]
[53,93,-18];[16,14,15]
[53,92,-18];[20,16,13]
[54,91,-18];[40,28,14]
[53,100,-22];[109,44,4]
[53,99,-20];[121,53,6]
[53,99,-21];[107,39,2]
[52,93,-14];[17,13,10]
[52,90,-13];[56,31,11]
[32,80,5];[158,69,3]
[28,96,18];[42,27,8]
[51,94,-9];[29,20,15]
[51,93,-9];[25,17,15]
[7,147,11];[193,74,5]
[50,77,-7];[49,16,0]
[51,80,-8];[67,31,9]
[49,82,-5];[26,16,14]
[49,79,-5];[123,52,6]
[50,78,-6];[61,23,10]
[11,147,8];[68,20,0]
[54,94,-22];[44,20,7]
[46,81,-4];[82,41,21]
[33,81,10];[178,76,2]
[32,87,10];[177,97,12]
[49,87,-5];[79,29,4]
[32,84,11];[14,13,8]
[32,85,10];[20,17,10]
[32,84,10];[20,17,12]
[41,90,-2];[26,17,10]
[29,100,18];[209,127,53]
[38,84,0];[46,24,10]
[39,83,-1];[57,24,7]
[53,91,-17];[46,27,13]
[42,95,-2];[104,42,3]
[32,86,8];[115,53,0]
[32,85,7];[121,58,17]
[32,77,7];[168,71,2]
[32,76,7];[145,61,1]
[33,75,6];[136,64,5]
[32,82,14];[188,81,9]
[32,81,2];[18,13,7]
[32,80,2];[27,20,12]
[33,81,1];[31,18,2]
[31,90,7];[145,65,12]
[20,134,22];[183,92,19]
[32,89,7];[63,33,9]
[43,94,-2];[99,33,1]
[32,88,6];[56,23,4]
[32,89,5];[142,60,10]
[50,83,-6];[27,20,14]
[51,83,-7];[26,20,8]
[50,82,-7];[23,20,15]
[51,81,-8];[31,22,17]
[32,84,8];[30,16,13]
[32,83,9];[30,19,13]
[32,83,8];[24,21,14]
[32,87,5];[48,21,0]
[46,76,-4];[60,23,7]
[43,89,-3];[29,19,10]
[51,85,-8];[100,44,11]
[51,84,-8];[56,23,4]
[32,84,12];[73,37,11]
[33,84,11];[15,10,14]
[33,83,11];[60,30,6]
[41,131,7];[76,26,3]
[47,83,-4];[22,17,11]
[51,90,-8];[51,22,8]
[51,89,-7];[52,30,17]
[35,90,3];[92,35,6]
[41,96,-2];[97,42,12]
[13,174,14];[164,59,1]
[38,89,1];[114,44,6]
[48,85,-4];[88,34,0]
[49,85,-5];[107,45,8]
[33,84,2];[80,29,8]
[37,101,4];[91,25,1]
[37,100,4];[81,23,3]
[33,102,7];[76,25,6]
[33,101,7];[78,28,5]
[29,91,18];[70,35,5]
[30,91,17];[77,44,9]
[43,90,-3];[38,20,8]
[33,77,11];[185,79,5]
[45,72,-4];[136,52,6]
[40,83,-2];[33,19,10]
[42,91,-2];[109,46,3]
[43,91,-3];[126,61,5]
[49,92,-5];[79,31,9]
[38,85,0];[34,22,6]
[32,85,12];[16,17,11]
[33,85,12];[16,17,11]
[38,87,1];[52,17,0]
[40,87,-1];[102,46,11]
[41,88,-2];[52,24,3]
[48,99,-5];[110,45,7]
[33,77,7];[171,74,5]
[33,76,8];[172,71,1]
[39,87,0];[101,43,5]
[39,88,0];[114,44,6]
[33,80,9];[164,61,3]
[33,78,7];[192,87,4]
[33,80,10];[163,59,0]
[32,80,9];[157,57,0]
[33,81,9];[181,79,17]
[32,87,8];[63,26,7]
[32,86,9];[71,30,0]
[32,77,4];[195,88,8]
[33,80,11];[194,83,4]
[32,82,9];[111,38,0]
[33,86,12];[52,44,23]
[32,79,6];[146,52,0]
[32,76,3];[180,71,2]
[32,88,12];[123,60,7]
[32,82,7];[65,34,6]
[32,81,6];[115,48,6]
[32,86,6];[113,50,7]
[32,76,2];[166,64,2]
[32,75,2];[185,77,4]
[32,75,1];[178,75,8]
[-13,183,-33];[123,56,13]
[-13,186,-35];[39,27,29]
[36,115,8];[25,14,10]
[-13,185,-38];[153,75,26]
[-14,184,-32];[137,68,13]
[-13,183,-32];[142,76,24]
[-14,183,-41];[135,61,14]
[35,75,-2];[106,32,3]
[-13,185,-34];[43,26,18]
[-13,187,-30];[141,64,10]
[-13,186,-28];[114,72,32]
[-8,183,-1];[38,28,19]
[-8,182,-2];[38,29,24]
[-14,182,-44];[157,71,12]
[-14,184,-31];[103,53,30]
[-13,182,-33];[103,55,19]
[-13,186,-29];[167,95,21]
[-13,182,-34];[115,61,23]
[-7,184,-2];[85,61,37]
[-14,181,-43];[72,39,24]
[-13,184,-35];[37,30,20]
[-13,186,-32];[134,74,22]
[-14,183,-40];[125,59,24]
[-14,181,-39];[26,24,25]
[-13,187,-35];[120,62,25]
[-14,186,-35];[90,49,29]
[-14,186,-36];[83,46,28]
[-14,188,-37];[138,58,9]
[-14,187,-30];[166,79,8]
[-14,186,-31];[136,62,17]
[-14,186,-30];[166,79,8]
[-13,184,-38];[49,32,24]
[-13,183,-38];[24,24,26]
[-13,183,-39];[76,46,35]
[-13,182,-37];[26,26,26]
[-13,182,-38];[27,27,27]
[-14,186,-37];[137,72,30]
[-14,181,-37];[80,46,21]
[-14,185,-41];[164,74,11]
[-14,185,-38];[140,62,13]
[-14,181,-41];[30,28,39]
[-14,180,-40];[31,26,32]
[-14,179,-40];[51,31,20]
[-14,184,-41];[159,74,17]
[-14,182,-41];[54,34,25]
[-14,179,-39];[89,38,17]
[-14,179,-42];[17,20,25]
[-14,185,-43];[168,67,11]
[-14,187,-38];[155,69,10]
[-14,186,-38];[158,73,16]
[35,128,12];[6,4,5]
[-14,179,-45];[23,26,33]
[-14,183,-45];[152,54,9]
[-13,183,-46];[160,60,11]
[-8,178,-2];[167,75,10]
[9,142,16];[145,69,20]
[-14,181,-44];[140,65,25]
[-14,181,-45];[153,71,23]
[-14,180,-44];[39,34,31]
[-12,152,-15];[170,101,32]
[-13,183,-47];[178,71,15]
[-7,182,-1];[34,24,15]
[-13,175,-26];[130,52,14]
[-13,174,-41];[113,52,24]
[-12,186,-19];[97,38,8]
[-8,189,-8];[153,52,6]
[-11,188,-16];[134,51,7]
[-13,184,-21];[116,43,11]
[-13,184,-19];[197,106,13]
[-11,191,-15];[210,117,14]
[-13,184,-20];[170,78,15]
[-12,184,-20];[136,54,7]
[-13,183,-20];[182,92,13]
[-10,190,-11];[172,78,27]
[-9,190,-11];[150,58,7]
[-12,185,-15];[157,59,10]
[-7,182,0];[35,26,19]
[-7,178,0];[217,124,29]
[-12,183,-16];[192,97,29]
[-12,185,-25];[93,43,10]
[-7,182,1];[44,33,27]
[-6,182,1];[45,35,26]
[-9,178,-6];[156,74,16]
[-12,183,-27];[99,46,15]
[-7,179,0];[198,110,23]
[-14,179,-21];[129,48,1]
[-7,179,1];[241,149,72]
[-12,186,-16];[171,74,6]
[-13,179,-34];[135,65,16]
[-10,192,-12];[226,136,24]
[-8,174,-4];[144,67,11]
[-8,175,-6];[150,68,12]
[-8,174,-5];[142,60,12]
[-12,184,-16];[168,76,3]
[-9,192,-13];[101,46,16]
[-12,185,-22];[23,17,17]
[-13,181,-22];[118,44,9]
[-13,181,-23];[140,67,12]
[-6,163,-6];[128,54,15]
[-8,180,-4];[100,44,9]
[-12,181,-27];[41,28,19]
[-12,181,-28];[102,43,11]
[-8,165,5];[189,83,9]
[-13,181,-20];[121,41,4]
[-11,187,-19];[120,71,28]
[-11,185,-12];[191,98,28]
[-12,179,-27];[19,14,8]
[-12,178,-28];[55,39,23]
[-13,191,-33];[169,72,17]
[-12,192,-33];[184,86,11]
[-15,174,-25];[113,41,16]
[-14,174,-25];[139,57,19]
[-13,182,-29];[109,48,17]
[-13,182,-30];[109,50,18]
[-11,189,-15];[169,79,17]
[-12,192,-29];[163,70,0]
[-13,181,-34];[85,43,19]
[-13,180,-34];[110,50,14]
[-6,179,2];[252,162,48]
[-6,179,4];[193,94,9]
[-13,180,-23];[116,41,9]
[-7,178,2];[192,82,21]
[-13,183,-30];[88,41,15]
[-13,182,-31];[101,51,18]
[47,97,-4];[73,23,0]
[-13,181,-30];[85,33,9]
[-13,180,-31];[110,50,16]
[-13,182,-16];[166,73,3]
[-14,178,-23];[139,55,9]
[6,175,12];[234,153,22]
[-13,178,-23];[141,57,10]
[-13,178,-24];[121,45,11]
[-13,178,-25];[123,48,8]
[-12,186,-20];[61,37,11]
[-11,187,-20];[21,14,6]
[-11,187,-22];[49,32,22]
[-12,193,-32];[218,122,22]
[-14,174,-26];[137,59,21]
[-14,173,-26];[131,55,21]
[-9,187,-7];[202,98,11]
[-14,185,-30];[136,66,14]
[-13,177,-35];[124,70,42]
[-13,177,-36];[157,105,83]
[-12,181,-26];[15,15,15]
[-8,174,0];[93,37,14]
[-14,178,-39];[123,58,20]
[-14,177,-39];[128,64,29]
[-11,186,-23];[65,46,29]
[-11,191,-19];[25,22,17]
[-12,184,-13];[145,48,6]
[-11,184,-13];[172,71,17]
[-12,176,-28];[79,31,11]
[-12,175,-28];[88,33,12]
[-12,184,-18];[162,74,11]
[-12,178,-32];[145,69,20]
[-12,180,-27];[36,27,18]
[-12,178,-27];[45,18,7]
[-10,189,-11];[149,62,9]
[-13,182,-23];[53,22,2]
[-11,187,-14];[200,103,24]
[-13,188,-29];[133,52,5]
[-8,181,-1];[51,25,10]
[-13,179,-26];[59,26,11]
[-13,179,-25];[62,25,9]
[-12,187,-24];[48,22,5]
[-12,188,-23];[63,28,8]
[-11,187,-24];[47,24,6]
[-14,177,-42];[106,51,20]
[-9,189,-7];[189,92,0]
[-7,175,-3];[138,60,11]
[-13,177,-26];[106,42,14]
[-13,183,-28];[112,56,23]
[-12,183,-28];[93,37,12]
[-12,182,-28];[106,50,17]
[-13,185,-29];[65,42,26]
[-13,184,-29];[74,37,18]
[-12,183,-23];[18,14,11]
[-12,182,-24];[14,13,11]
[-13,179,-24];[123,50,9]
[-9,183,-5];[24,17,11]
[-13,185,-27];[84,44,19]
[-13,184,-28];[84,37,11]
[-12,185,-27];[61,24,8]
[-7,180,1];[129,51,5]
[-10,184,-10];[171,77,7]
[-8,179,-1];[152,66,5]
[-11,173,-34];[108,49,17]
[-11,172,-33];[115,49,17]
[-12,182,-25];[16,16,14]
[-12,182,-26];[18,19,14]
[-12,173,-39];[125,60,22]
[-10,186,-9];[205,107,16]
[-5,178,4];[204,105,1]
[-4,178,4];[210,109,1]
[-14,179,-37];[119,56,23]
[-14,178,-38];[110,53,24]
[-12,181,-25];[14,14,14]
[-12,176,-35];[121,58,23]
[-11,174,-35];[116,55,24]
[-13,176,-27];[91,30,9]
[-12,176,-27];[112,43,12]
[-13,175,-27];[103,37,13]
[-12,178,-12];[47,31,15]
[-10,191,-11];[212,117,23]
[-15,176,-24];[116,47,18]
[-15,175,-24];[113,42,12]
[-13,190,-27];[172,78,8]
[-9,186,-9];[163,69,15]
[-9,183,-7];[57,25,10]
[-9,178,-8];[120,44,10]
[-13,174,-39];[133,68,30]
[-13,176,-38];[113,54,22]
[-12,174,-39];[132,67,29]
[-12,190,-27];[155,64,9]
[-5,177,5];[235,135,15]
[-5,177,4];[239,140,21]
[-8,179,-2];[115,40,0]
[-9,188,-9];[190,94,18]
[-12,191,-28];[162,66,5]
[-11,189,-16];[202,114,51]
[-12,177,-31];[122,55,13]
[-12,176,-32];[125,55,19]
[-12,177,-32];[130,58,18]
[-11,176,-32];[125,55,19]
[-11,188,-22];[69,31,10]
[-12,175,-13];[42,23,9]
[-14,177,-40];[114,49,21]
[-14,176,-25];[166,79,26]
[-9,171,-11];[136,59,5]
[-9,172,-11];[139,62,10]
[-8,171,-11];[137,61,9]
[-8,170,-11];[140,62,14]
[-12,191,-29];[161,63,0]
[-6,180,4];[212,114,27]
[-6,180,3];[208,110,23]
[-11,179,-11];[12,8,7]
[-11,179,-12];[12,12,12]
[-12,186,-15];[152,57,0]
[-13,187,-25];[29,19,10]
[-13,187,-26];[29,19,10]
[-11,188,-20];[22,13,14]
[-12,186,-17];[126,44,7]
[-14,176,-39];[116,56,22]
[-14,174,-41];[119,53,18]
[-12,186,-27];[35,18,8]
[-12,181,-12];[176,101,59]
[-8,179,-4];[148,66,8]
[-12,184,-25];[14,15,10]
[-11,184,-24];[14,16,13]
[-11,184,-25];[34,21,13]
[-9,186,-8];[204,107,13]
[-13,182,-22];[87,32,11]
[-12,184,-17];[193,97,20]
[-12,179,-12];[110,68,28]
[-11,188,-13];[184,91,13]
[-13,187,-27];[35,18,8]
[-9,185,-7];[135,59,9]
[-10,191,-16];[93,41,4]
[-12,184,-27];[102,48,20]
[-10,184,-9];[160,88,40]
[-10,188,-11];[168,74,20]
[-13,179,-33];[117,53,18]
[-12,179,-32];[131,58,15]
[-12,179,-33];[116,52,17]
[-12,178,-34];[142,70,19]
[-11,189,-21];[63,28,8]
[-10,189,-12];[164,75,19]
[-13,192,-31];[148,58,6]
[-12,192,-31];[185,88,9]
[-12,186,-25];[79,33,7]
[-12,185,-26];[108,45,12]
[-15,177,-17];[16,15,11]
[-8,186,-5];[164,65,6]
[-10,182,-6];[21,16,12]
[-9,182,-6];[34,21,12]
[-14,178,-18];[93,48,15]
[-12,184,-22];[28,18,16]
[-11,178,-11];[24,9,4]
[28,91,18];[33,25,10]
[30,98,16];[133,61,3]
[-11,178,-12];[35,12,2]
[-12,180,-30];[116,53,18]
[-12,179,-31];[129,58,12]
[1,151,16];[43,22,5]
[-10,191,-14];[173,78,10]
[-10,191,-15];[101,27,0]
[-12,177,-29];[23,18,12]
[-12,175,-29];[100,42,18]
[-12,175,-30];[99,43,16]
[-12,174,-30];[90,35,15]
[-11,174,-31];[109,52,25]
[-11,173,-31];[107,48,14]
[-11,172,-32];[110,51,21]
[-9,168,1];[127,48,9]
[-10,179,-9];[41,13,2]
[-10,176,-11];[122,56,8]
[-9,176,-11];[130,56,9]
[-10,176,-12];[114,50,2]
[-16,174,-21];[22,18,17]
[-16,174,-22];[49,30,24]
[-15,174,-22];[59,32,23]
[-7,160,6];[52,28,15]
[-11,190,-17];[142,79,35]
[-11,190,-18];[83,31,7]
[-15,179,-19];[202,109,31]
[-11,177,-12];[50,21,3]
[-14,180,-15];[99,33,0]
[-3,155,12];[142,81,36]
[-11,191,-18];[30,15,8]
[-9,177,-10];[140,62,14]
[-10,177,-11];[130,56,7]
[-13,183,-17];[132,46,11]
[-12,174,-37];[112,47,15]
[-11,174,-37];[118,52,18]
[-11,173,-38];[136,71,31]
[-10,181,-10];[11,7,4]
[-10,180,-10];[10,9,7]
[-9,173,-10];[142,62,9]
[-9,174,-11];[136,64,14]
[-9,173,-12];[127,56,12]
[-8,178,-5];[159,72,1]
[-8,174,-10];[145,65,16]
[-9,176,-9];[136,56,5]
[-9,185,-9];[155,65,3]
[-9,186,-6];[168,81,25]
[-12,185,-19];[114,37,9]
[-11,185,-11];[141,49,0]
[-10,174,-13];[112,51,7]
[-9,178,-7];[139,57,7]
[-9,176,-7];[143,60,8]
[-8,181,-3];[47,27,16]
[-11,189,-18];[72,23,0]
[-8,175,-8];[137,53,6]
[-15,178,-17];[42,25,15]
[-8,176,-4];[143,60,10]
[-8,176,-5];[144,64,13]
[-12,189,-28];[155,70,15]
[-12,189,-29];[131,54,8]
[-10,175,-11];[122,50,9]
[-9,174,-12];[122,50,9]
[-8,178,-4];[155,73,13]
[-8,179,-3];[153,71,15]
[-9,180,-5];[124,52,12]
[-10,179,-11];[20,11,4]
[-13,183,-18];[194,102,17]
[-8,174,-6];[148,68,9]
[-8,174,-7];[145,61,14]
[-8,173,-8];[148,65,15]
[-14,180,-20];[121,41,8]
[-13,180,-21];[134,52,14]
[32,89,11];[45,27,13]
[-8,172,-6];[147,65,15]
[-8,173,-6];[150,69,13]
[-8,172,-7];[135,54,11]
[28,97,18];[34,30,19]
[-8,172,-8];[139,55,9]
[-7,170,-6];[147,70,26]
[-7,174,-4];[134,59,17]
[-7,173,-3];[108,58,25]
[-7,173,-4];[134,62,21]
[-7,173,-5];[140,60,11]
[-8,173,-1];[64,42,28]
[-10,192,-14];[150,85,27]
[-14,179,-36];[104,40,15]
[39,124,7];[59,20,12]
[-14,180,-36];[104,47,17]
[-13,179,-35];[115,52,19]
[-13,179,-36];[104,40,15]
[-13,178,-35];[122,55,13]
[-15,176,-16];[19,19,17]
[-8,173,-2];[33,20,4]
[-7,177,2];[212,103,20]
[-16,176,-18];[21,23,22]
[-16,175,-19];[14,18,19]
[-16,174,-19];[14,18,19]
[-14,176,-24];[115,38,10]
[-9,177,-9];[136,56,3]
[-10,182,-8];[51,40,22]
[-11,154,-15];[109,57,18]
[-16,174,-20];[21,27,27]
[-13,191,-32];[154,57,4]
[-9,177,-6];[155,71,11]
[38,124,8];[26,9,0]
[-9,176,-8];[137,54,4]
[53,100,-20];[75,29,5]
[-9,185,-5];[136,46,0]
[-8,176,-3];[144,62,12]
[-9,179,-4];[147,67,6]
[-11,187,-16];[128,44,8]
[-10,196,-22];[232,131,13]
[-15,176,-20];[87,42,19]
[-16,176,-19];[9,13,22]
[-15,176,-18];[10,13,18]
[-15,176,-19];[59,42,32]
[-14,181,-34];[127,64,31]
[-14,180,-34];[121,55,20]
[-15,178,-18];[69,45,32]
[-15,178,-19];[176,86,10]
[-13,181,-25];[58,27,9]
[-15,173,-24];[97,47,22]
[-6,153,-3];[29,24,21]
[-15,173,-25];[118,49,16]
[-7,176,2];[227,129,30]
[-2,173,11];[125,37,0]
[-13,180,-24];[109,44,12]
[-14,180,-16];[124,59,19]
[-12,183,-15];[201,101,26]
[-11,183,-12];[147,57,0]
[-11,188,-15];[144,53,0]
[-9,179,-8];[121,53,8]
[-8,184,-3];[40,25,18]
[-8,183,-3];[23,19,16]
[-8,169,-9];[132,54,8]
[-8,168,-10];[139,63,13]
[-8,170,-9];[149,68,21]
[-8,170,-10];[147,66,11]
[-8,169,-11];[142,64,15]
[-12,177,-13];[39,31,16]
[-8,177,1];[191,83,8]
[-8,177,0];[200,101,10]
[-11,188,-17];[209,119,40]
[-11,195,-25];[216,121,11]
[-12,190,-29];[140,63,17]
[-12,184,-19];[148,56,7]
[8,179,14];[176,70,0]
[-11,191,-16];[106,37,0]
[-13,181,-32];[107,48,14]
[-8,176,-2];[143,60,6]
[-8,175,-2];[122,48,11]
[-12,181,-30];[122,52,16]
[-12,180,-31];[132,63,21]
[-9,184,-7];[174,98,22]
[-13,188,-30];[181,97,25]
[-9,189,-10];[170,77,18]
[-8,176,0];[200,103,24]
[-7,172,-3];[30,20,19]
[-7,172,-5];[137,67,18]
[-7,170,-5];[111,48,13]
[-8,170,-8];[141,59,12]
[-7,170,-8];[141,59,11]
[29,119,17];[223,120,25]
[-7,169,-6];[142,66,14]
[-7,169,-7];[143,63,12]
[39,135,10];[74,23,2]
[-7,168,-8];[144,63,16]
[-7,168,-9];[148,68,15]
[-10,196,-21];[174,63,8]
[-10,183,-8];[202,133,40]
[-9,183,-8];[196,124,26]
[-15,175,-22];[118,56,19]
[-12,180,-29];[126,62,24]
[-12,179,-30];[106,42,15]
[-12,178,-29];[93,45,22]
[-12,178,-30];[90,38,16]
[-16,173,-16];[47,29,19]
[-11,185,-24];[56,38,24]
[-16,174,-18];[13,17,18]
[-16,173,-18];[25,29,32]
[-10,178,-11];[75,33,8]
[-10,191,-17];[49,19,8]
[-12,184,-21];[80,35,14]
[-10,197,-24];[224,120,46]
[17,183,16];[225,147,21]
[-15,174,-16];[40,29,25]
[-10,192,-13];[129,66,25]
[-8,176,-1];[158,71,17]
[54,95,-25];[91,35,10]
[-13,180,-17];[172,83,15]
[-14,181,-18];[200,117,39]
[-13,184,-18];[244,153,60]
[-15,177,-20];[187,107,54]
[-14,177,-21];[187,107,54]
[-13,181,-17];[173,85,22]
[-14,179,-17];[160,93,41]
[-13,181,-18];[201,107,11]
[-13,181,-16];[167,83,10]
[-13,182,-18];[117,41,5]
[-15,179,-20];[169,86,18]
[-12,190,-23];[124,68,33]
[-12,189,-23];[72,48,35]
[-12,190,-22];[36,29,23]
[-13,188,-24];[35,23,11]
[-13,188,-25];[36,22,13]
[-13,189,-23];[130,76,30]
[-12,190,-20];[31,23,20]
[-10,189,-14];[199,101,28]
[-10,191,-12];[200,102,15]
[-13,190,-36];[184,83,15]
[-12,193,-35];[130,58,10]
[-12,193,-36];[93,53,18]
[-12,195,-33];[104,39,7]
[-12,194,-33];[115,45,7]
[-12,192,-40];[137,57,8]
[-11,194,-19];[206,113,20]
[-11,194,-20];[206,113,20]
[-11,193,-20];[168,74,0]
[-11,192,-20];[60,34,17]
[-11,192,-19];[40,23,16]
[-10,194,-19];[219,129,41]
[-10,192,-18];[42,24,20]
[-10,193,-18];[161,82,16]
[-12,191,-21];[43,28,23]
[-10,192,-17];[27,20,14]
[-10,194,-18];[178,83,15]
[30,92,17];[152,67,3]
[-11,195,-34];[26,21,18]
[-12,185,-20];[102,41,12]
[-13,183,-21];[131,52,9]
[-13,183,-22];[100,49,28]
[-12,183,-22];[81,39,17]
[-13,190,-26];[153,69,0]
[-11,195,-33];[113,57,6]
[-11,197,-34];[77,39,20]
[-12,190,-24];[171,90,1]
[-13,188,-32];[61,30,10]
[-12,192,-37];[176,94,18]
[-11,196,-29];[159,67,4]
[-12,193,-39];[98,44,10]
[-12,192,-39];[122,48,9]
[-12,191,-35];[191,95,11]
[-12,191,-34];[191,94,17]
[-12,193,-31];[216,118,21]
[-12,194,-29];[173,70,0]
[-11,194,-29];[180,75,9]
[-12,194,-30];[166,63,5]
[-12,189,-25];[112,55,9]
[-7,176,3];[244,155,37]
[-7,177,3];[244,155,37]
[-6,177,3];[238,160,23]
[-10,197,-32];[38,24,11]
[-10,197,-33];[85,47,24]
[-13,174,-15];[49,30,16]
[-13,189,-35];[210,116,26]
[-11,193,-38];[111,57,23]
[-13,175,-13];[39,22,14]
[-13,175,-14];[39,22,12]
[-10,197,-31];[48,31,21]
[-12,174,-13];[112,54,16]
[-12,173,-13];[127,58,17]
[-11,196,-30];[194,110,20]
[-12,172,-13];[124,51,6]
[-12,172,-14];[132,54,6]
[-11,172,-13];[107,49,12]
[-8,180,-2];[134,56,8]
[-13,174,-14];[91,45,12]
[-7,180,-1];[216,129,49]
[-11,173,-13];[109,50,8]
[-14,173,-14];[84,38,15]
[7,154,13];[121,69,12]
[-11,188,-14];[194,96,23]
[-11,191,-43];[164,57,5]
[-13,190,-42];[210,108,8]
[-10,196,-38];[224,121,16]
[-4,179,4];[170,70,10]
[-12,191,-40];[143,63,14]
[-14,186,-41];[159,69,16]
[-13,186,-41];[162,73,17]
[-13,189,-34];[172,88,16]
[-13,189,-31];[91,46,13]
[-13,191,-35];[192,96,12]
[-10,198,-31];[32,22,20]
[-10,199,-28];[26,22,19]
[-10,198,-27];[32,26,14]
[-11,192,-42];[163,58,3]
[-10,192,-42];[163,58,3]
[-13,189,-42];[210,111,9]
[-12,189,-43];[217,103,14]
[-9,189,-47];[140,59,12]
[-11,188,-47];[183,79,18]
[-11,190,-44];[177,67,6]
[-10,190,-44];[174,65,6]
[-13,190,-33];[186,98,24]
[-11,194,-41];[180,72,8]
[8,143,19];[243,146,29]
[-11,193,-41];[180,72,8]
[-11,194,-40];[209,100,9]
[-12,191,-42];[167,56,1]
[-11,191,-42];[166,59,7]
[-10,195,-39];[193,84,0]
[-9,195,-39];[203,95,7]
[-11,193,-39];[168,79,23]
[-11,194,-39];[179,76,5]
[-10,194,-39];[210,105,21]
[-12,190,-42];[173,62,7]
