position;colour
[16,35,12];[84,49,33]
[-134,306,-63];[57,93,41]
[-52,228,91];[65,59,57]
[-44,267,-58];[107,85,49]
[16,34,10];[66,40,24]
[16,33,9];[41,24,16]
[-116,96,-29];[101,60,30]
[16,32,7];[49,28,16]
[-9,110,11];[117,135,150]
[15,35,12];[84,52,33]
[15,34,10];[66,36,24]
[-124,17,-48];[74,44,33]
[14,34,12];[76,46,33]
[13,36,14];[84,49,33]
[13,35,12];[79,49,33]
[-83,126,1];[150,167,181]
[-32,173,-54];[43,79,35]
[10,36,15];[82,49,33]
[10,35,14];[82,48,33]
[-97,204,-41];[49,40,16]
[-8,25,-3];[57,32,16]
[-17,107,-9];[170,186,195]
[-9,28,-4];[66,36,24]
[-46,281,-56];[33,16,8]
[28,43,-8];[66,36,24]
[-8,26,-7];[54,30,18]
[-8,26,-8];[60,33,21]
[-10,28,-5];[66,36,24]
[-8,26,-5];[51,29,18]
[-80,207,-45];[99,81,41]
[-40,304,-60];[41,28,0]
[-8,25,-6];[49,28,16]
[-8,25,-7];[49,26,16]
[-38,203,-76];[49,24,16]
[-9,25,-9];[57,28,16]
[-8,26,-3];[49,28,16]
[-8,25,-4];[51,29,16]
[-87,231,-17];[82,49,30]
[-87,197,-47];[33,40,57]
[32,140,-52];[66,66,66]
[-9,28,-3];[66,36,24]
[-93,163,-31];[49,85,33]
[-9,27,-5];[57,32,24]
[-10,31,-2];[66,36,24]
[-122,226,66];[38,52,84]
[-116,331,-76];[57,93,41]
[53,127,-29];[105,104,104]
[-10,29,-7];[74,44,33]
[-110,327,-81];[49,81,41]
[-110,234,47];[88,49,35]
[18,79,3];[49,28,16]
[-9,28,-7];[68,38,27]
[0,149,-7];[153,172,186]
[-11,27,-13];[79,45,30]
[-86,245,-15];[24,57,21]
[-10,30,-4];[66,37,27]
[1,39,-27];[76,45,33]
[-11,29,-6];[68,38,27]
[-93,227,51];[49,32,24]
[-9,26,-9];[66,36,24]
[-48,266,-64];[41,32,8]
[-9,25,-12];[62,32,21]
[-10,27,-10];[71,41,30]
[-11,29,-7];[71,41,30]
[-18,71,-6];[60,33,18]
[-11,29,-8];[74,44,33]
[-11,28,-10];[74,44,33]
[-115,50,-48];[76,44,30]
[-11,251,-77];[60,94,43]
[-11,30,-4];[66,37,27]
[-11,32,-5];[71,41,30]
[-11,31,-7];[74,44,33]
[-52,227,6];[63,102,46]
[-12,34,-3];[68,38,27]
[-11,33,-2];[66,38,24]
[-138,71,-70];[84,50,33]
[-75,211,-44];[24,32,49]
[-34,177,0];[35,71,27]
[-11,33,-3];[68,38,27]
[-18,342,-16];[123,89,24]
[-11,32,-3];[68,38,27]
[-12,194,-73];[74,40,24]
[-12,32,-4];[71,41,30]
[-30,337,-26];[41,65,33]
[-85,242,62];[90,49,33]
[-12,32,-6];[71,42,30]
[-11,31,-5];[68,38,27]
[-12,31,-6];[74,44,33]
[-12,31,-7];[74,44,33]
[-43,310,-8];[49,24,16]
[-11,30,-6];[68,38,27]
[-77,359,-52];[49,81,41]
[-103,139,-26];[159,175,189]
[-78,184,-40];[63,102,46]
[-11,30,-7];[71,41,30]
[-101,99,-51];[145,98,54]
[-40,275,-65];[33,16,8]
[-50,246,-53];[43,79,35]
[-83,328,-74];[33,52,24]
[-40,169,-8];[84,98,107]
[-12,29,-9];[74,44,33]
[-12,29,-10];[76,45,33]
[-105,89,-24];[115,69,33]
[-11,32,-2];[66,38,24]
[-11,31,-3];[66,37,27]
[-12,34,-4];[66,37,24]
[-12,34,-5];[66,40,24]
[-12,34,-6];[66,38,24]
[20,2,-11];[123,73,49]
[26,24,-5];[68,40,30]
[-41,300,-5];[165,134,90]
[-109,258,56];[41,63,104]
[-18,176,-45];[51,89,35]
[-10,2,-10];[140,93,66]
[-12,33,-6];[68,41,27]
[-12,33,-9];[71,42,30]
[-17,154,4];[165,179,189]
[-12,33,-10];[74,44,33]
[-12,32,-8];[71,42,30]
[20,32,-22];[66,36,24]
[-12,32,-13];[76,45,33]
[-133,0,-38];[134,87,63]
[19,4,4];[101,64,38]
[-12,32,-14];[76,45,33]
[-74,232,76];[66,60,57]
[-12,31,-14];[82,48,33]
[-12,30,-14];[82,49,33]
[-126,306,-62];[49,81,41]
[-12,34,-7];[66,38,24]
[-74,213,-44];[24,32,49]
[-126,7,-61];[115,73,49]
[-12,33,-12];[71,41,30]
[-12,39,-4];[66,37,21]
[-106,334,-80];[49,77,33]
[-12,38,-3];[63,34,21]
[-50,347,6];[57,97,49]
[-12,38,-4];[66,34,18]
[-12,37,-6];[66,36,24]
[-135,7,-60];[93,59,35]
[-12,36,-3];[66,36,24]
[-12,36,-4];[63,34,24]
[-12,36,-7];[66,36,24]
[-12,36,-8];[66,36,24]
[-18,344,-13];[132,97,33]
[-44,197,7];[54,97,43]
[18,101,4];[165,121,74]
[-12,35,-6];[66,37,24]
[-12,35,-7];[66,37,24]
[-23,210,-30];[79,50,27]
[-12,35,-9];[66,38,24]
[-12,35,-10];[68,38,27]
[-31,348,6];[90,56,16]
[-12,34,-10];[68,38,27]
[-12,33,-13];[74,44,33]
[36,1,10];[132,85,57]
[-6,188,-89];[85,42,27]
[-12,35,-4];[66,36,24]
[-12,39,-5];[66,37,21]
[-146,13,-66];[76,48,30]
[-27,156,-96];[33,28,57]
[-12,37,-11];[68,40,27]
[-12,36,-13];[68,40,27]
[-68,247,71];[65,44,27]
[-12,35,-13];[68,40,27]
[-12,33,-14];[74,44,33]
[21,133,-62];[87,86,87]
[-12,38,-8];[66,37,24]
[-45,363,-2];[90,158,66]
[-12,37,-9];[66,38,24]
[-12,37,-10];[66,40,24]
[-12,34,-13];[74,44,33]
[-54,319,3];[156,125,74]
[-146,57,-77];[82,48,33]
[-14,49,-4];[57,33,21]
[-13,46,-4];[57,30,21]
[6,49,13];[79,46,33]
[-12,72,-20];[90,53,33]
[-12,40,-4];[66,36,24]
[-13,41,-6];[66,38,24]
[86,124,-5];[130,130,130]
[1,34,13];[71,42,30]
[-13,40,-9];[68,41,27]
[-52,208,109];[109,98,96]
[8,27,-28];[82,49,33]
[-12,41,-10];[68,41,27]
[-13,40,-12];[71,42,30]
[-20,192,-75];[49,32,16]
[-74,195,5];[46,86,38]
[-14,48,-5];[60,33,18]
[-14,48,-6];[57,32,16]
[-13,45,-5];[63,34,21]
[-14,45,-6];[66,36,24]
[-12,150,-91];[57,56,107]
[-41,180,-4];[82,95,104]
[-46,303,-67];[41,32,16]
[-13,44,-4];[63,34,21]
[-13,44,-6];[63,34,21]
[-13,42,-6];[66,40,24]
[-44,146,-20];[132,146,156]
[-99,163,-36];[115,97,49]
[-12,41,-5];[66,36,24]
[-68,225,4];[30,60,21]
[11,151,-64];[49,40,82]
[-12,41,-7];[68,41,27]
[-94,169,-10];[115,125,132]
[-13,41,-9];[68,41,27]
[-13,41,-10];[68,41,27]
[-107,66,-57];[60,30,18]
[-12,40,-6];[66,36,24]
[-99,205,98];[38,59,96]
[-61,309,-25];[107,69,24]
[-12,40,-8];[66,38,24]
[-12,40,-9];[66,38,24]
[18,45,-22];[66,37,24]
[122,104,25];[120,120,120]
[-12,40,-10];[71,42,30]
[-12,40,-11];[71,42,30]
[-61,325,-51];[33,52,24]
[-47,165,-2];[90,102,112]
[-12,40,-12];[71,42,30]
[60,118,-31];[132,132,132]
[-86,240,34];[57,29,16]
[-12,39,-12];[71,42,30]
[-67,258,88];[123,109,99]
[-14,173,-97];[79,41,27]
[-34,239,2];[49,85,41]
[103,104,7];[198,198,199]
[-94,188,-44];[8,8,8]
[-47,229,76];[66,40,33]
[38,129,-50];[81,81,81]
[-12,38,-10];[68,40,27]
[-12,37,-13];[68,40,30]
[-12,37,-14];[68,40,30]
[-89,134,3];[175,193,206]
[-12,145,-83];[167,132,90]
[-12,39,-8];[66,38,24]
[-12,39,-10];[68,41,27]
[-113,315,-75];[49,77,33]
[-12,38,-11];[68,41,27]
[-13,43,-4];[63,34,21]
[-13,43,-5];[63,34,21]
[-13,275,-48];[41,77,33]
[-67,200,-45];[49,89,41]
[-13,42,-8];[68,41,27]
[-82,194,-23];[74,85,90]
[-13,42,-9];[66,40,24]
[-14,46,-6];[57,32,24]
[-52,157,-26];[99,113,123]
[-14,46,-7];[54,30,21]
[-14,49,-7];[60,33,18]
[-15,48,-9];[63,34,24]
[-96,96,-42];[150,166,178]
[-87,191,-45];[33,28,8]
[-38,275,-62];[24,28,41]
[-14,44,-12];[71,42,30]
[-13,43,-13];[68,38,33]
[-13,43,-14];[68,41,33]
[-15,46,-15];[74,44,33]
[13,14,33];[66,36,24]
[50,130,-39];[95,96,96]
[-18,286,-49];[57,93,41]
[-15,49,-6];[63,34,21]
[-14,48,-7];[57,32,16]
[-15,48,-11];[63,37,21]
[-14,47,-10];[66,36,24]
[-132,66,-76];[82,49,33]
[-15,47,-13];[71,41,30]
[-156,9,-50];[68,41,30]
[-135,25,-44];[87,52,35]
[-15,47,-14];[74,44,33]
[-14,46,-10];[66,36,24]
[-16,257,-25];[49,85,33]
[-2,97,-9];[115,65,33]
[-14,46,-12];[66,36,24]
[-43,313,4];[206,166,132]
[-14,46,-14];[71,42,30]
[-13,44,-10];[66,40,24]
[-28,359,-12];[74,117,49]
[-32,300,-38];[66,107,54]
[-42,251,-59];[30,57,21]
[-13,44,-12];[71,42,30]
[-54,303,-35];[123,97,66]
[-70,316,-24];[57,97,41]
[-1,149,-90];[85,52,35]
[-14,44,-13];[68,41,33]
[-121,308,-68];[49,77,33]
[3,99,11];[115,73,41]
[75,120,-12];[122,123,123]
[-123,27,-58];[71,40,27]
[-45,304,-2];[173,142,99]
[-13,43,-10];[66,38,24]
[-14,43,-13];[68,41,33]
[-14,43,-14];[68,41,33]
[-95,263,-17];[27,59,24]
[-13,42,-13];[71,41,33]
[-101,178,-31];[24,32,49]
[-98,92,-32];[101,60,27]
[-12,40,-13];[71,42,30]
[-67,250,-47];[33,36,57]
[-12,39,-13];[74,44,33]
[-17,199,-23];[43,81,35]
[-12,39,-14];[74,44,33]
[-67,203,110];[66,60,57]
[-12,38,-14];[71,42,30]
[-13,41,-14];[71,41,33]
[-14,45,-12];[71,41,30]
[-126,217,66];[63,57,54]
[-31,315,-2];[198,162,123]
[-15,50,-5];[68,38,27]
[-15,50,-6];[68,38,27]
[-15,49,-11];[66,36,24]
[-15,48,-13];[68,38,27]
[-97,231,31];[57,32,21]
[-15,55,-4];[66,38,24]
[-36,300,-61];[107,81,33]
[-15,54,-4];[66,38,24]
[-99,76,-42];[46,30,18]
[-53,282,-57];[24,20,8]
[-15,56,-5];[66,37,24]
[-29,286,-69];[66,52,24]
[-15,54,-6];[66,38,24]
[-15,53,-8];[68,41,27]
[-117,75,-66];[87,54,33]
[-15,52,-8];[71,42,30]
[-35,224,2];[54,91,43]
[20,59,2];[82,48,33]
[-16,61,-3];[60,30,18]
[-16,61,-4];[60,33,18]
[4,127,-73];[57,56,107]
[-16,60,-4];[57,32,16]
[27,134,-50];[41,41,41]
[-18,289,-32];[99,57,33]
[-16,59,-6];[60,30,18]
[40,3,12];[101,59,35]
[-16,58,-4];[60,33,18]
[-69,238,-46];[82,65,24]
[-16,56,-4];[66,36,24]
[-16,56,-6];[66,36,24]
[-7,94,12];[71,40,21]
[-84,207,-40];[132,109,49]
[-16,55,-5];[66,36,24]
[-67,271,3];[66,103,49]
[-92,262,73];[159,145,140]
[-16,54,-7];[68,41,27]
[-44,290,-12];[107,121,132]
[-78,321,-52];[41,60,33]
[-107,159,-37];[24,28,41]
[-16,54,-8];[68,41,27]
[-93,270,43];[84,75,76]
[-16,54,-9];[68,41,27]
[-15,53,-5];[68,37,27]
[-15,53,-7];[71,42,30]
[-36,296,-67];[24,16,0]
[-16,53,-8];[71,42,30]
[-16,53,-9];[71,42,30]
[-16,52,-11];[79,46,33]
[-95,182,94];[123,109,107]
[0,138,-83];[24,24,49]
[98,115,1];[143,143,144]
[-39,271,-63];[24,28,41]
[-15,51,-6];[71,41,30]
[-15,51,-7];[71,41,30]
[-15,51,-8];[71,41,30]
[-15,51,-10];[74,44,33]
[-15,51,-12];[79,46,33]
[-53,252,-64];[57,48,24]
[-101,155,-32];[66,52,24]
[-86,198,-48];[24,32,49]
[-15,49,-14];[76,42,30]
[-16,58,-6];[60,33,18]
[-15,52,-13];[82,48,33]
[-16,270,-39];[43,73,29]
[-15,55,-14];[74,44,33]
[-15,54,-14];[74,44,33]
[-15,53,-14];[82,48,33]
[-117,214,77];[35,52,90]
[-16,64,-4];[66,37,24]
[11,56,-25];[74,44,33]
[-16,63,-3];[66,36,24]
[-16,63,-5];[66,38,24]
[-16,63,-6];[68,41,27]
[-112,163,-34];[24,28,41]
[-101,244,0];[30,57,21]
[-16,63,-8];[71,42,30]
[-71,250,90];[54,86,129]
[-16,63,-9];[71,41,30]
[-113,174,89];[38,34,35]
[-16,63,-10];[74,44,33]
[-113,221,61];[74,46,27]
[-107,271,26];[57,89,41]
[-16,62,-9];[71,41,30]
[-79,210,-51];[33,36,57]
[-73,270,55];[87,64,46]
[-16,62,-10];[68,38,27]
[-16,62,-11];[71,41,30]
[-16,62,-13];[71,45,30]
[-16,61,-5];[63,34,21]
[-16,61,-12];[68,38,27]
[-16,60,-10];[63,36,21]
[-16,60,-11];[66,40,24]
[-16,59,-13];[68,38,27]
[-45,352,10];[137,106,35]
[-16,57,-8];[63,37,21]
[-29,156,-102];[33,28,57]
[-39,229,-68];[112,123,129]
[-16,56,-9];[68,38,27]
[-37,261,-60];[30,57,21]
[-16,56,-10];[68,38,27]
[-16,56,-12];[71,42,30]
[-76,343,-13];[33,52,24]
[-16,55,-14];[74,44,33]
[-24,182,-14];[101,114,123]
[-16,54,-14];[74,44,33]
[-16,53,-12];[76,45,30]
[-19,191,-34];[74,87,99]
[-16,52,-12];[82,48,33]
[0,138,-82];[33,28,57]
[-15,51,-14];[82,48,33]
[-16,58,-7];[63,33,21]
[-16,58,-8];[63,33,21]
[-16,59,-9];[60,33,18]
[-97,160,-37];[16,24,24]
[-16,59,-10];[63,34,21]
[10,126,-80];[57,52,99]
[-103,131,-6];[148,166,181]
[-72,208,-49];[24,24,33]
[-40,287,-66];[24,16,0]
[-16,59,-11];[66,36,24]
[82,122,-12];[128,128,128]
[-13,74,8];[49,28,16]
[-14,73,8];[49,28,16]
[-36,187,-83];[41,20,16]
[-7,70,11];[54,33,18]
[-156,51,-65];[66,38,24]
[-12,68,8];[54,32,18]
[-67,193,-46];[66,105,49]
[-8,69,11];[57,32,16]
[-10,70,9];[54,32,18]
[-14,205,-94];[117,67,43]
[-10,69,9];[54,32,18]
[-21,223,-15];[49,81,41]
[-11,71,9];[60,33,18]
[-94,270,24];[57,93,41]
[-66,204,97];[98,70,38]
[-76,154,-33];[126,142,150]
[-12,71,8];[66,36,24]
[25,2,24];[123,81,49]
[-12,69,8];[54,32,18]
[-13,74,9];[49,28,16]
[-13,73,8];[54,32,18]
[-50,279,-66];[24,32,41]
[-71,273,75];[131,120,115]
[-23,85,-6];[115,73,33]
[-13,72,8];[60,36,21]
[-44,260,-78];[35,71,27]
[-31,210,-4];[107,89,33]
[-21,123,-7];[148,166,181]
[-74,256,-46];[57,93,41]
[-55,279,-64];[33,32,16]
[-13,71,8];[66,36,24]
[-74,239,-42];[90,52,33]
[-14,76,8];[38,22,10]
[-14,74,8];[49,26,16]
[-55,262,-56];[60,98,43]
[-15,77,8];[33,18,8]
[-47,314,-40];[123,89,33]
[-93,117,-2];[167,183,192]
[-66,360,-55];[49,81,41]
[-15,76,8];[33,20,8]
[-12,67,8];[60,33,18]
[-8,65,9];[66,40,24]
[-10,64,9];[66,38,24]
[-6,61,10];[68,41,27]
[-58,234,8];[24,44,16]
[-7,69,11];[54,33,18]
[-7,68,11];[63,34,21]
[-44,297,-43];[35,71,27]
[32,138,-44];[74,74,74]
[-7,67,11];[63,34,21]
[-142,49,-83];[82,48,33]
[-37,159,-107];[41,40,74]
[60,132,-28];[108,108,108]
[-91,324,-55];[33,52,24]
[-7,66,10];[66,40,24]
[-7,65,10];[66,40,24]
[-7,64,10];[71,41,30]
[-7,60,9];[63,34,21]
[-8,68,11];[63,34,21]
[-8,66,10];[66,40,24]
[-8,65,10];[66,40,24]
[-16,210,-72];[84,45,33]
[-8,64,10];[71,41,30]
[-8,63,10];[71,41,30]
[-106,113,-35];[181,195,206]
[-83,244,41];[74,36,24]
[-9,68,10];[60,33,18]
[-112,270,-8];[43,77,33]
[-9,67,10];[63,34,21]
[-25,227,-76];[148,159,170]
[-9,66,9];[66,40,24]
[-20,147,-95];[33,28,57]
[-9,63,8];[66,37,24]
[-10,67,9];[63,34,21]
[-10,66,9];[66,36,24]
[-98,291,-15];[63,105,46]
[-38,309,-1];[115,109,107]
[-136,37,-43];[95,60,35]
[-10,64,8];[66,38,24]
[8,148,-73];[99,93,165]
[-11,66,8];[66,37,24]
[-8,146,-88];[82,48,33]
[-6,67,12];[68,37,27]
[-116,224,75];[32,53,90]
[-5,66,11];[68,37,27]
[-1,61,11];[71,42,30]
[-75,299,-29];[63,103,46]
[-32,341,-9];[24,40,16]
[-155,45,-55];[66,38,24]
[30,9,45];[68,38,27]
[-121,252,3];[30,57,21]
[-6,61,11];[68,41,27]
[-99,268,54];[33,56,99]
[-120,69,-27];[82,48,33]
[87,124,-4];[132,132,132]
[-68,265,-51];[57,95,41]
[32,130,-48];[74,74,74]
[-69,173,-47];[51,90,43]
[-4,60,10];[68,41,24]
[-5,60,10];[68,41,27]
[-6,60,10];[66,40,24]
[-2,59,11];[68,38,27]
[-59,171,3];[82,97,107]
[-6,59,10];[66,36,24]
[5,96,11];[115,73,41]
[1,60,11];[76,42,33]
[0,61,11];[74,44,33]
[-1,61,10];[71,42,30]
[11,105,0];[148,170,181]
[-2,64,12];[71,42,30]
[-83,182,107];[90,77,74]
[-12,112,-10];[183,200,208]
[-2,61,11];[71,41,30]
[-27,328,-21];[90,60,16]
[-2,60,11];[71,41,30]
[-3,64,12];[71,42,30]
[-34,302,-8];[181,150,107]
[-3,63,11];[71,42,30]
[-67,210,108];[79,72,73]
[-111,107,-42];[115,73,41]
[74,116,-14];[128,129,128]
[-3,62,11];[71,42,30]
[-3,61,11];[71,41,30]
[-3,58,10];[66,36,24]
[-96,186,-34];[8,8,8]
[-15,167,-79];[46,28,16]
[-4,67,12];[66,36,24]
[-123,31,-65];[54,29,16]
[-4,65,12];[68,38,27]
[-84,174,-37];[51,91,35]
[-118,245,34];[222,227,239]
[-4,64,11];[71,41,30]
[9,135,-67];[84,84,84]
[-4,61,11];[66,40,24]
[-53,296,-14];[132,97,74]
[-4,59,10];[66,36,24]
[-5,68,12];[63,34,21]
[-92,189,103];[112,101,98]
[-5,66,12];[66,37,27]
[-6,68,12];[63,34,21]
[-6,66,11];[68,37,27]
[0,57,10];[74,44,33]
[-75,231,0];[30,63,21]
[5,51,12];[90,56,33]
[73,125,-19];[114,114,114]
[4,54,12];[79,46,33]
[-57,235,64];[77,45,29]
[19,12,-15];[68,41,27]
[-101,234,60];[90,44,29]
[4,53,12];[79,46,33]
[-34,309,-20];[156,121,82]
[4,52,12];[84,49,33]
[3,54,12];[79,46,33]
[-100,86,-27];[140,158,173]
[-60,227,7];[49,85,38]
[3,53,12];[82,48,33]
[3,52,12];[82,48,33]
[87,111,-10];[162,162,162]
[3,51,12];[87,50,33]
[2,60,11];[82,48,33]
[-63,316,-7];[49,70,93]
[2,59,11];[79,45,33]
[-66,238,-47];[24,24,8]
[2,58,11];[76,42,33]
[2,57,11];[79,45,33]
[2,54,11];[74,44,33]
[0,59,11];[74,44,33]
[-1,54,11];[68,38,27]
[-102,195,-35];[24,24,33]
[-93,226,50];[49,32,24]
[-102,174,94];[41,32,33]
[-2,58,10];[66,36,24]
[-13,100,-15];[115,73,41]
[-2,57,10];[63,36,21]
[-2,55,10];[66,36,24]
[15,168,-55];[57,48,99]
[-78,120,-17];[134,152,167]
[-88,250,19];[16,43,13]
[-3,55,10];[66,36,24]
[-4,57,10];[66,36,24]
[-4,56,10];[63,33,21]
[-5,56,10];[63,33,21]
[-65,283,62];[109,98,99]
[5,56,12];[82,49,33]
[4,55,12];[76,45,33]
[-111,94,-56];[120,78,35]
[-122,60,-75];[74,44,33]
[6,54,12];[82,48,33]
[11,52,11];[107,65,41]
[7,52,12];[96,57,38]
[5,52,12];[87,53,38]
[-15,162,-1];[156,174,181]
[14,53,9];[104,66,41]
[-17,189,-98];[93,32,27]
[13,53,9];[101,63,41]
[-118,230,27];[156,167,173]
[-80,221,-8];[30,60,21]
[12,53,10];[104,66,41]
[-86,238,-16];[30,63,21]
[-35,191,-94];[84,42,27]
[11,55,9];[93,57,41]
[-77,323,-61];[41,69,33]
[11,53,10];[96,62,41]
[-18,128,-19];[173,190,198]
[11,52,10];[112,69,46]
[10,52,11];[115,73,49]
[-28,288,-11];[38,74,33]
[-103,192,83];[123,89,49]
[9,53,11];[93,57,35]
[9,52,11];[99,60,41]
[-4,77,-24];[82,52,33]
[4,96,13];[101,59,33]
[8,56,10];[87,54,35]
[8,55,11];[87,50,33]
[8,54,11];[87,50,33]
[19,2,40];[132,85,57]
[-50,246,102];[90,77,74]
[8,51,12];[99,60,41]
[7,88,12];[51,26,10]
[113,101,12];[234,235,234]
[7,57,10];[87,50,33]
[7,56,10];[87,50,33]
[-84,192,94];[112,79,49]
[7,51,12];[96,57,38]
[-139,20,-86];[82,48,33]
[10,49,-26];[71,42,30]
[-4,167,-80];[49,36,33]
[6,52,12];[87,53,38]
[-120,322,-61];[49,77,33]
[-9,143,-76];[57,52,99]
[28,141,-50];[57,57,56]
[6,51,12];[90,56,33]
[14,159,-59];[90,81,148]
[6,50,12];[84,50,33]
[5,57,11];[82,52,33]
[29,15,-3];[66,40,24]
[5,56,11];[82,52,33]
[-95,194,-41];[33,24,8]
[5,55,12];[82,48,33]
[4,59,11];[87,50,33]
[-113,150,-29];[222,178,82]
[4,58,11];[82,48,33]
[4,56,12];[76,45,33]
[-26,205,-99];[107,60,41]
[-71,229,-45];[8,8,8]
[14,51,9];[115,73,49]
[-73,185,4];[82,95,104]
[-9,13,-12];[82,48,33]
[-22,232,-75];[142,154,162]
[-134,46,-39];[87,54,33]
[-26,329,-5];[181,154,115]
[12,50,10];[107,65,41]
[14,49,10];[95,60,35]
[12,48,11];[90,52,33]
[-59,213,4];[62,42,24]
[15,46,11];[87,53,33]
[18,44,11];[90,54,33]
[17,45,11];[90,53,33]
[-65,235,-48];[49,44,16]
[17,44,11];[90,54,33]
[-123,104,-28];[95,56,27]
[15,47,11];[87,53,33]
[11,98,-2];[156,172,186]
[15,45,12];[84,50,33]
[14,52,9];[126,81,54]
[36,133,-43];[51,51,51]
[9,112,-8];[156,174,189]
[14,51,10];[112,73,51]
[-51,183,10];[46,79,33]
[9,152,-71];[49,40,82]
[14,50,10];[107,69,41]
[-36,308,-4];[66,36,16]
[13,51,10];[107,69,49]
[-93,98,-41];[104,64,29]
[13,49,11];[95,56,35]
[-120,230,51];[60,54,51]
[31,140,-53];[57,57,56]
[13,46,12];[82,48,33]
[-53,223,93];[66,56,57]
[12,52,10];[123,77,57]
[12,48,12];[84,52,35]
[-130,21,-39];[93,55,35]
[11,51,10];[107,65,41]
[-74,197,2];[74,83,90]
[9,50,11];[95,60,38]
[8,49,12];[82,48,33]
[7,50,12];[90,52,33]
[-54,251,-53];[24,32,49]
[7,49,12];[82,48,33]
[17,52,7];[109,67,43]
[19,51,7];[90,56,33]
[15,51,9];[115,73,49]
[16,49,10];[95,57,35]
[-22,205,-30];[41,73,33]
[-99,291,-10];[66,109,49]
[-139,6,-58];[107,69,41]
[18,53,6];[99,65,41]
[18,51,7];[90,56,33]
[18,50,8];[93,60,38]
[-150,1,-47];[107,69,41]
[18,49,9];[87,56,35]
[-7,139,-73];[33,28,57]
[17,53,7];[107,69,41]
[17,50,9];[101,64,38]
[17,49,9];[95,60,35]
[-119,236,36];[181,186,198]
[-38,316,-30];[123,97,74]
[-47,223,74];[66,52,41]
[-135,302,-67];[66,105,49]
[17,48,10];[90,56,33]
[-65,250,8];[51,95,43]
[16,51,9];[112,71,43]
[19,96,-6];[137,93,46]
[16,50,9];[95,60,35]
[11,4,12];[101,59,35]
[20,44,9];[99,60,41]
[-56,296,-41];[35,67,27]
[-109,117,-21];[142,158,170]
[24,46,6];[79,46,33]
[19,48,8];[84,49,33]
[19,47,9];[87,53,33]
[-67,237,65];[49,22,16]
[23,46,6];[79,46,33]
[-98,167,-33];[24,28,41]
[21,46,7];[82,48,33]
[19,46,9];[87,53,33]
[22,45,8];[87,53,38]
[-103,259,23];[82,93,99]
[19,45,10];[93,57,35]
[24,44,6];[84,50,35]
[23,44,7];[90,52,33]
[-111,102,-39];[115,73,41]
[-103,191,-34];[16,24,33]
[6,150,-63];[115,105,189]
[19,44,11];[93,57,38]
[-63,366,-17];[66,109,49]
[25,44,6];[84,50,35]
[23,44,8];[93,54,35]
[-119,247,1];[16,48,16]
[-57,261,-62];[24,32,49]
[-44,271,-63];[33,16,8]
[22,47,6];[71,42,30]
[22,46,7];[84,50,35]
[22,45,7];[87,53,38]
[22,43,8];[93,57,41]
[-80,228,-44];[82,73,33]
[21,47,7];[82,48,33]
[-42,296,-50];[90,56,33]
[21,44,9];[93,57,38]
[20,50,7];[82,48,33]
[20,48,8];[82,48,33]
[20,47,8];[82,48,33]
[-112,88,-20];[165,186,198]
[20,45,9];[93,57,35]
[-82,263,75];[54,87,129]
[20,44,10];[96,58,38]
[-107,253,-9];[24,52,16]
[24,45,5];[79,46,33]
[-64,154,17];[24,56,13]
[24,46,4];[74,44,33]
[-30,227,-70];[123,138,148]
[21,53,3];[82,48,33]
[-51,282,-55];[24,28,41]
[-111,154,-27];[24,32,41]
[-153,0,-30];[123,81,49]
[-59,298,-34];[107,85,57]
[22,52,2];[71,41,30]
[-83,236,40];[84,42,27]
[-121,254,0];[35,71,27]
[138,100,32];[97,98,97]
[24,49,2];[71,42,30]
[-103,218,67];[93,61,38]
[-122,46,-75];[71,41,30]
[23,50,-1];[71,41,30]
[24,51,-2];[71,41,30]
[20,52,5];[90,52,33]
[20,52,4];[82,48,33]
[-48,302,-36];[132,97,74]
[-8,168,-82];[49,22,16]
[-147,38,-44];[84,49,33]
[24,51,-3];[71,41,30]
[23,8,-8];[38,30,24]
[-45,306,0];[181,146,107]
[23,50,0];[71,41,30]
[-77,217,56];[74,24,24]
[-115,163,-27];[24,24,33]
[-88,195,-39];[99,77,41]
[-128,75,-27];[57,32,16]
[24,50,-1];[68,38,27]
[23,49,2];[68,41,27]
[-7,114,12];[120,140,156]
[23,49,1];[68,41,27]
[-103,225,63];[140,105,66]
[10,151,-68];[115,109,189]
[-95,111,-2];[170,189,200]
[23,48,4];[68,41,27]
[23,48,3];[71,42,30]
[25,46,4];[74,44,33]
[-52,329,-49];[33,60,33]
[-45,351,13];[189,154,57]
[-156,49,-59];[63,34,21]
[25,45,5];[79,46,33]
[-85,236,-14];[30,64,21]
[-14,182,-34];[41,81,33]
[24,48,2];[71,42,30]
[-56,231,82];[66,44,24]
[-45,294,-50];[51,33,27]
[23,50,2];[68,38,27]
[-98,165,-14];[49,81,33]
[23,52,-2];[66,36,24]
[-8,149,-78];[57,36,24]
[22,49,5];[71,42,30]
[-124,18,-70];[120,74,49]
[22,51,1];[68,38,27]
[22,52,0];[66,36,24]
[20,53,5];[93,54,35]
[-112,172,-35];[90,77,33]
[-38,310,0];[115,109,107]
[25,47,2];[74,44,33]
[-115,49,-53];[54,30,16]
[26,44,2];[74,44,33]
[27,44,1];[71,41,30]
[27,44,-1];[68,41,27]
[-49,252,-58];[24,28,41]
[27,44,-2];[66,40,30]
[-113,90,-24];[117,79,43]
[-63,289,8];[71,111,49]
