position;colour
[-29,27,-10];[58,58,58]
[50,8,4];[98,99,103]
[-44,29,3];[197,170,63]
[-51,24,4];[26,21,15]
[-69,29,-1];[54,55,57]
[72,28,3];[23,22,18]
[80,28,2];[35,35,35]
[-32,31,-4];[67,69,68]
[68,27,3];[52,49,44]
[73,25,3];[46,41,37]
[74,24,3];[58,51,45]
[-17,24,3];[16,16,16]
[-36,51,-10];[64,57,38]
[20,58,-7];[90,84,84]
[-16,20,-2];[35,35,35]
[-56,54,3];[27,27,27]
[40,24,2];[25,25,25]
[-83,39,-8];[68,67,62]
[22,23,3];[3,4,0]
[21,45,15];[53,53,53]
[-50,16,4];[34,35,30]
[47,6,-4];[70,70,70]
[16,22,2];[22,21,16]
[23,22,3];[13,13,11]
[19,24,-6];[8,6,9]
[-59,19,3];[102,102,100]
[18,15,2];[4,4,2]
[11,21,-12];[52,52,50]
[-25,15,3];[76,76,74]
[16,18,-9];[26,28,27]
[81,14,2];[51,51,51]
[20,13,2];[52,56,57]
[38,10,2];[37,31,19]
[45,9,2];[2,2,2]
[5,40,-12];[36,44,57]
[17,7,3];[52,50,51]
[33,49,-14];[61,61,63]
[40,4,3];[78,78,78]
[13,27,9];[28,27,25]
[40,4,2];[77,79,78]
[14,12,13];[55,55,55]
[39,4,3];[83,83,85]
[17,4,3];[50,50,50]
[-5,4,9];[207,185,110]
[11,0,3];[72,66,50]
[-5,0,3];[62,64,63]
[-57,63,2];[64,64,64]
[-57,62,2];[64,65,67]
[-55,62,2];[63,65,64]
[-58,61,2];[66,66,68]
[-42,50,4];[46,48,47]
[27,12,-2];[19,19,21]
[-1,58,2];[238,211,70]
[-10,59,-5];[65,66,68]
[-59,29,-5];[70,72,71]
[-58,59,2];[67,67,69]
[-50,56,3];[61,62,64]
[-12,56,-5];[4,4,4]
[21,55,3];[26,27,29]
[-47,20,5];[229,192,16]
[22,55,3];[49,47,48]
[21,55,8];[32,30,31]
[32,25,6];[44,44,44]
[-30,31,5];[51,52,56]
[-57,21,-5];[12,12,12]
[-11,55,3];[38,38,38]
[-12,55,3];[34,34,34]
[-27,54,2];[41,41,43]
[36,53,3];[59,59,59]
[-28,50,3];[60,62,61]
[-19,49,3];[201,167,34]
[-92,41,1];[92,94,93]
[-31,48,2];[58,60,59]
[-81,34,4];[0,2,1]
[-33,48,2];[79,81,80]
[11,35,14];[30,30,28]
[-77,47,3];[25,27,22]
[74,46,3];[51,50,48]
[74,45,2];[59,58,54]
[-87,41,2];[79,79,77]
[-92,41,2];[2,2,2]
[1,26,6];[18,18,18]
[-79,41,2];[85,90,94]
[17,22,-6];[19,19,17]
[14,59,5];[211,192,115]
[-80,41,2];[86,89,96]
[-81,41,2];[57,57,55]
[-82,41,2];[114,116,115]
[-56,16,-4];[239,200,79]
[-85,41,2];[10,10,10]
[-78,40,2];[20,20,20]
[77,35,3];[23,23,21]
[-62,31,2];[29,29,29]
[74,30,3];[3,3,1]
[-64,30,2];[56,58,57]
[41,8,4];[59,63,64]
[-48,29,3];[185,163,77]
[-53,29,3];[5,5,5]
[39,48,-13];[58,58,58]
[81,29,2];[18,18,18]
[-29,30,11];[56,55,51]
[-67,30,3];[34,34,34]
[27,35,-16];[75,79,82]
[-58,16,3];[70,70,68]
[81,28,2];[1,1,1]
[80,27,2];[6,6,4]
[17,26,3];[28,27,23]
[87,31,-6];[115,115,117]
[18,26,2];[21,22,17]
[-18,25,3];[53,54,49]
[19,24,3];[21,20,18]
[19,25,3];[18,19,14]
[-61,23,4];[96,95,90]
[-58,48,4];[2,2,0]
[-29,28,9];[48,50,49]
[-5,48,-10];[73,89,125]
[88,24,3];[68,68,70]
[33,23,6];[61,63,62]
[28,9,0];[16,16,16]
[24,22,4];[48,48,48]
[-21,21,3];[1,1,1]
[-26,21,3];[11,11,9]
[12,12,13];[55,55,55]
[60,20,3];[59,59,59]
[-26,20,3];[12,11,7]
[42,46,-13];[58,60,59]
[88,20,3];[72,72,74]
[-51,46,13];[54,53,49]
[-16,22,7];[8,8,8]
[-22,19,3];[30,30,28]
[-1,28,-12];[46,45,43]
[53,19,2];[25,25,25]
[-43,29,3];[197,170,63]
[-22,18,3];[5,5,5]
[36,14,4];[51,50,46]
[10,16,13];[65,62,47]
[-2,42,11];[86,114,161]
[-19,31,-8];[29,29,29]
[56,31,-5];[81,82,84]
[47,40,-5];[8,8,8]
[58,18,3];[62,62,62]
[30,38,15];[45,47,44]
[-8,8,12];[245,213,32]
[46,16,2];[13,13,13]
[37,29,5];[40,40,40]
[-36,25,5];[36,29,11]
[26,23,-8];[11,11,11]
[26,54,3];[56,56,56]
[88,17,2];[69,69,69]
[-12,26,9];[19,19,19]
[51,16,3];[22,22,20]
[-80,35,-9];[79,79,81]
[17,15,2];[1,1,0]
[-21,15,2];[50,50,48]
[-24,15,3];[49,50,52]
[-17,29,12];[35,35,33]
[19,14,2];[72,74,73]
[-19,13,2];[61,62,64]
[-9,60,2];[65,65,65]
[-84,48,1];[94,94,96]
[52,10,3];[71,69,70]
[17,6,3];[4,4,4]
[17,5,3];[2,2,2]
[34,20,-7];[58,54,53]
[-54,49,-2];[6,6,6]
[38,4,2];[29,29,29]
[8,0,3];[242,201,75]
[-13,0,3];[67,67,67]
[-54,65,2];[103,103,101]
[-54,30,-3];[3,3,3]
[-55,64,2];[65,65,65]
[-56,63,2];[63,65,64]
[9,46,13];[7,46,147]
[14,58,-5];[60,57,42]
[-57,64,2];[64,64,64]
[-6,60,2];[53,55,54]
[5,33,-9];[0,10,77]
[14,59,2];[66,59,33]
[13,58,2];[240,207,76]
[13,59,2];[173,147,60]
[11,58,2];[242,213,77]
[10,59,2];[237,201,63]
[-35,36,8];[12,12,10]
[85,27,5];[66,66,66]
[7,59,2];[241,201,52]
[6,49,-11];[44,70,144]
[32,32,-11];[49,49,51]
[6,59,2];[255,212,63]
[3,58,2];[234,206,97]
[-19,44,9];[70,70,70]
[2,58,2];[238,208,88]
[1,59,2];[116,75,19]
[-4,24,-10];[21,19,20]
[-46,55,-2];[36,38,37]
[1,58,2];[249,216,75]
[-87,41,-8];[65,65,67]
[-1,59,2];[252,218,66]
[-3,59,2];[134,99,31]
[-54,20,5];[219,187,8]
[-18,55,2];[45,46,48]
[-27,55,2];[48,48,48]
[-30,55,2];[44,44,44]
[-41,55,2];[45,45,45]
[-57,36,11];[3,3,3]
[-16,54,-9];[73,73,71]
[33,24,-7];[57,54,47]
[-22,54,2];[22,22,22]
[-46,54,2];[8,7,5]
[-32,51,2];[45,45,45]
[-31,29,1];[57,59,58]
[-57,25,-8];[4,4,4]
[-72,50,2];[47,47,47]
[-36,51,-3];[57,57,57]
[-44,55,1];[46,46,46]
[-26,50,2];[59,61,60]
[-66,49,2];[57,57,59]
[-55,38,-10];[5,5,3]
[-75,48,2];[10,10,8]
[77,45,2];[241,204,25]
[41,4,3];[77,78,80]
[-92,40,2];[4,6,5]
[-80,39,2];[66,61,41]
[-81,39,2];[64,60,48]
[-82,40,2];[32,32,30]
[-76,30,-5];[69,67,70]
[-50,47,-6];[93,85,48]
[-82,39,2];[6,6,6]
[-15,26,-7];[23,24,19]
[-84,40,2];[7,8,10]
[80,25,-5];[45,44,42]
[17,20,-9];[29,29,29]
[-56,16,-1];[242,203,86]
[-84,39,2];[6,6,6]
[-85,39,2];[8,8,8]
[-29,43,14];[245,206,17]
[-4,29,-13];[54,54,54]
[52,16,-4];[13,15,14]
[-86,39,2];[4,4,2]
[2,58,3];[210,179,62]
[-88,40,2];[15,17,16]
[-88,39,2];[16,16,16]
[-52,37,9];[33,35,34]
[-17,17,1];[2,2,2]
[-90,40,2];[11,11,9]
[-90,39,2];[31,31,29]
[37,51,5];[59,59,59]
[17,16,-12];[40,40,40]
[-45,31,-4];[69,71,70]
[-92,39,2];[11,11,13]
[16,24,-9];[11,11,13]
[15,1,3];[44,44,42]
[89,38,3];[83,83,83]
[51,36,2];[5,3,4]
[51,32,3];[21,21,19]
[-47,46,-14];[229,200,74]
[57,31,2];[41,41,39]
[-13,45,-15];[29,29,29]
[-75,31,2];[29,29,29]
[-40,30,2];[56,58,57]
[67,34,5];[80,81,83]
[-56,30,2];[1,1,1]
[6,26,8];[22,23,18]
[79,30,2];[18,18,18]
[-55,29,2];[1,1,1]
[-72,29,2];[43,44,46]
[-72,28,2];[12,14,13]
[66,27,2];[21,21,21]
[4,3,8];[77,77,77]
[66,26,2];[4,6,5]
[-26,48,7];[104,103,98]
[-1,60,2];[202,181,114]
[68,27,2];[39,39,41]
[67,26,2];[26,26,28]
[88,20,-4];[65,65,65]
[56,42,-6];[52,52,50]
[19,24,2];[22,23,18]
[22,23,2];[33,28,22]
[-16,22,2];[19,19,17]
[23,22,2];[10,7,2]
[-41,49,-1];[72,72,72]
[-21,45,-11];[55,57,56]
[22,22,1];[32,33,28]
[39,32,12];[88,88,90]
[56,19,-6];[76,77,79]
[22,21,1];[55,55,57]
[45,35,-1];[31,32,27]
[-26,19,2];[43,45,44]
[16,20,3];[11,11,11]
[-49,57,0];[63,63,63]
[16,19,3];[16,18,17]
[23,20,1];[69,70,74]
[77,19,2];[83,71,47]
[35,5,-1];[78,79,81]
[-21,17,2];[9,9,9]
[-16,16,2];[28,30,29]
[-37,16,2];[70,69,67]
[-59,16,3];[163,156,161]
[-74,38,-11];[6,6,6]
[-18,15,2];[14,14,14]
[-19,46,-10];[60,60,60]
[-19,15,2];[54,55,59]
[-23,15,3];[74,75,77]
[-58,45,-7];[1,1,1]
[48,13,2];[6,6,6]
[-21,14,2];[33,34,36]
[66,46,4];[54,54,54]
[-4,0,4];[63,63,63]
[-22,14,2];[47,47,47]
[81,16,3];[67,67,69]
[5,60,4];[241,201,51]
[-24,15,4];[76,77,79]
[-22,48,-4];[3,3,1]
[-21,13,2];[80,80,82]
[-68,32,7];[4,4,4]
[26,13,1];[63,63,61]
[42,20,3];[64,63,68]
[36,11,2];[45,37,24]
[88,36,4];[71,71,73]
[-53,41,9];[54,58,59]
[32,7,1];[65,65,63]
[-13,44,15];[24,24,24]
[7,0,3];[242,210,99]
[-48,17,4];[28,24,12]
[-5,0,1];[67,69,68]
[-59,62,2];[100,102,101]
[85,34,-6];[68,70,69]
[-59,61,2];[90,90,90]
[12,60,2];[255,239,117]
[5,60,2];[99,93,67]
[36,17,5];[62,63,65]
[-4,60,2];[154,143,89]
[-43,48,4];[99,106,116]
[-59,59,2];[74,74,76]
[-49,36,13];[71,81,90]
[-59,58,2];[67,65,68]
[-59,56,2];[92,92,94]
[-47,55,2];[42,42,44]
[-46,50,-4];[21,25,37]
[-20,55,2];[37,37,37]
[-14,40,-15];[40,42,41]
[-23,55,2];[40,40,40]
[-39,45,-8];[55,55,55]
[-29,55,2];[45,45,45]
[-35,55,2];[45,45,43]
[-40,55,2];[48,48,48]
[-45,50,4];[5,5,5]
[-53,47,-9];[2,2,2]
[4,3,9];[74,76,75]
[-59,55,2];[83,83,83]
[33,54,3];[55,55,55]
[23,54,2];[55,55,55]
[-17,7,-6];[30,30,28]
[-51,54,2];[8,8,8]
[-11,23,-11];[43,42,38]
[-47,51,2];[5,5,5]
[-21,51,2];[118,123,119]
[-71,50,1];[97,99,98]
[-20,50,2];[73,75,74]
[41,36,3];[11,11,11]
[51,33,0];[59,60,62]
[-75,49,2];[4,4,2]
[-57,23,4];[39,38,36]
[-70,38,-12];[54,55,57]
[17,19,-1];[8,8,8]
[-30,49,2];[59,59,59]
[-28,25,6];[2,2,2]
[-36,48,2];[44,44,44]
[-60,48,2];[3,3,3]
[-51,35,8];[78,80,77]
[-79,37,-10];[70,71,73]
[-76,48,2];[38,38,36]
[-80,47,2];[35,33,34]
[-88,47,2];[58,57,55]
[-79,47,2];[4,4,4]
[59,47,2];[65,65,65]
[73,46,2];[39,38,36]
[-43,43,-15];[231,198,82]
[-84,47,2];[53,52,50]
[52,46,2];[77,76,81]
[-91,46,2];[71,73,72]
[-81,42,-4];[10,10,12]
[51,46,2];[42,42,44]
[-79,46,2];[51,53,52]
[20,15,2];[45,49,50]
[17,11,7];[76,77,79]
[-52,32,5];[8,8,6]
[-80,46,2];[3,3,1]
[-30,24,6];[2,0,1]
[-83,46,2];[17,17,15]
[20,15,-3];[21,21,21]
[46,46,2];[66,53,44]
[47,45,2];[53,44,35]
[-82,44,2];[2,2,4]
[-69,44,10];[63,64,66]
[-91,44,2];[74,74,74]
[-81,44,2];[2,2,2]
[16,41,12];[61,121,251]
[-84,44,2];[1,1,1]
[63,24,-5];[61,59,60]
[-51,56,1];[21,19,20]
[-87,44,2];[1,1,1]
[-20,53,3];[0,0,0]
[5,20,-13];[54,54,52]
[-90,41,-6];[10,10,8]
[-90,44,2];[16,16,16]
[-79,43,2];[30,30,30]
[-83,43,2];[2,2,2]
[-47,21,3];[202,164,3]
[89,39,2];[77,77,79]
[-50,34,-11];[108,102,70]
[-80,36,2];[29,29,29]
[-58,48,-12];[58,57,55]
[-87,36,2];[37,37,37]
[29,52,10];[58,58,58]
[-88,36,2];[42,44,43]
[-79,36,2];[14,14,12]
[19,60,-2];[81,81,81]
[-87,36,1];[4,4,6]
[-89,36,2];[47,47,47]
[-5,60,-2];[55,53,54]
[-90,34,-4];[136,136,136]
[-91,36,2];[40,40,40]
[79,35,3];[21,21,21]
[78,35,3];[21,21,19]
[74,35,3];[19,19,17]
[42,35,2];[22,23,18]
[-93,35,2];[92,88,89]
[-83,34,2];[2,2,2]
[-85,34,2];[22,24,23]
[11,40,11];[12,42,106]
[-91,34,2];[60,60,60]
[-25,55,0];[50,45,26]
[-86,38,3];[9,9,9]
[-80,34,2];[25,25,25]
[46,15,4];[15,15,15]
[-50,51,2];[5,5,5]
[-81,34,2];[57,57,55]
[16,28,9];[22,22,22]
[-86,34,2];[22,22,22]
[-85,33,2];[22,24,23]
[-17,6,-9];[50,51,53]
[17,13,5];[25,27,26]
[6,22,11];[221,197,99]
[-82,33,2];[48,50,47]
[-77,32,2];[33,33,33]
[-84,32,2];[65,67,66]
[-56,43,11];[5,5,3]
[-31,42,9];[59,61,60]
[58,31,2];[37,37,35]
[54,31,3];[44,44,42]
[53,31,3];[36,36,34]
[80,31,2];[30,31,35]
[-28,20,4];[15,12,5]
[32,54,3];[56,56,56]
[-70,28,-3];[71,71,71]
[-35,55,-2];[47,47,47]
[-59,31,2];[7,7,5]
[-48,50,4];[5,5,5]
[73,40,5];[127,104,26]
[-76,30,2];[64,62,63]
[-30,30,2];[79,81,78]
[-66,29,2];[62,64,63]
[-79,40,5];[26,26,26]
[-46,40,-15];[77,62,33]
[77,29,2];[4,4,4]
[-49,33,9];[35,35,33]
[-41,29,2];[17,17,15]
[-45,29,2];[198,168,44]
[-34,42,-9];[13,13,11]
[-83,46,3];[17,17,15]
[-55,50,-11];[58,57,55]
[77,28,2];[16,16,16]
[-71,28,2];[5,5,3]
[14,24,8];[10,10,10]
[79,28,2];[5,5,5]
[-44,33,7];[19,19,19]
[72,28,2];[15,14,12]
[81,27,2];[0,0,0]
[63,24,3];[52,52,54]
[38,20,6];[58,58,58]
[40,25,2];[23,25,24]
[-21,43,-12];[16,16,16]
[88,23,2];[67,67,67]
[-21,36,11];[57,79,137]
[88,21,2];[69,69,69]
[-25,22,1];[12,12,12]
[8,26,-8];[66,48,0]
[43,21,2];[22,22,22]
[16,21,2];[28,30,29]
[-17,21,2];[14,14,12]
[8,50,-16];[44,45,49]
[-88,45,4];[58,58,60]
[-26,21,2];[96,98,97]
[76,20,2];[75,64,42]
[28,20,2];[45,36,21]
[29,19,2];[45,37,24]
[31,38,16];[49,50,52]
[-60,19,3];[106,106,104]
[18,16,2];[1,1,1]
[21,16,2];[28,28,26]
[-82,48,3];[57,57,57]
[-30,16,2];[67,69,68]
[-33,16,2];[242,203,74]
[-38,16,2];[69,69,71]
[19,54,8];[16,16,16]
[43,44,-9];[59,57,58]
[-39,16,2];[68,69,71]
[-55,44,-12];[5,5,3]
[-45,16,3];[244,199,8]
[-22,15,2];[17,17,15]
[-58,31,4];[6,6,6]
[81,15,2];[67,67,67]
[43,44,7];[69,69,67]
[22,14,1];[10,9,5]
[76,27,6];[61,61,61]
[37,26,-5];[28,28,28]
[22,13,2];[105,98,72]
[74,44,4];[49,45,42]
[-18,12,2];[55,55,53]
[-46,22,4];[15,13,14]
[19,12,2];[88,85,76]
[-80,32,2];[42,42,42]
[53,11,3];[70,70,70]
[-54,29,-1];[19,19,19]
[-93,41,-6];[35,35,35]
[35,12,2];[45,37,24]
[7,28,11];[246,209,30]
[31,8,1];[66,66,66]
[39,8,2];[35,36,38]
[35,6,1];[62,62,62]
[37,6,2];[8,8,8]
[-5,27,-11];[44,41,26]
[-19,23,3];[2,2,0]
[-58,58,2];[68,67,72]
[46,6,2];[76,78,77]
[33,6,1];[64,65,67]
[-33,37,11];[53,53,53]
[45,5,3];[74,76,75]
[-22,22,9];[37,37,37]
[14,18,-13];[55,55,55]
[-16,2,2];[48,48,50]
[48,36,-1];[48,48,40]
[-12,0,2];[67,66,64]
[19,60,2];[61,62,64]
[-83,47,4];[64,65,67]
[-54,61,2];[64,66,65]
[-87,34,4];[95,91,92]
[49,7,2];[74,74,74]
[14,60,2];[177,163,102]
[-57,38,-15];[235,195,61]
[11,60,2];[235,214,109]
[-45,36,14];[20,46,61]
[0,60,2];[156,132,70]
[-11,60,2];[87,85,86]
[-52,49,-12];[96,89,45]
[-59,60,2];[79,77,78]
[-35,30,-11];[50,50,50]
[1,60,2];[85,81,56]
[82,44,-4];[68,70,69]
[38,7,2];[27,28,30]
[-19,55,2];[12,12,10]
[-30,31,-9];[60,60,60]
[-36,55,2];[47,47,45]
[29,11,0];[2,2,2]
[-46,55,2];[29,29,29]
[-51,55,2];[7,6,4]
[-4,48,7];[41,58,102]
[2,32,-16];[42,43,45]
[-31,55,2];[47,47,47]
[-18,47,-17];[101,102,106]
[80,26,5];[21,21,21]
[-5,34,9];[0,18,73]
[-25,53,4];[63,60,55]
[33,54,2];[56,56,56]
[-57,35,13];[57,57,57]
[25,54,2];[55,55,55]
[30,52,-11];[56,56,56]
[-22,51,2];[48,48,46]
[16,12,-7];[27,29,28]
[55,46,-5];[51,51,49]
[-29,51,2];[47,47,45]
[-80,41,-7];[17,19,18]
[-34,51,2];[54,56,55]
[-50,48,-2];[6,6,6]
[82,32,4];[17,17,17]
[17,60,-5];[73,74,76]
[-39,51,2];[44,46,45]
[-34,55,-3];[28,28,28]
[-40,51,2];[46,48,47]
[-24,26,8];[19,19,19]
[-41,51,2];[46,48,47]
[-45,51,2];[56,58,57]
[1,33,-11];[6,42,139]
[-48,51,2];[5,5,5]
[-24,53,4];[63,62,58]
[-57,44,14];[239,201,30]
[19,34,13];[65,65,65]
[-58,51,2];[4,4,4]
[-36,20,-6];[245,200,47]
[-73,51,2];[43,43,41]
[-13,35,-15];[24,26,25]
[-43,30,5];[181,169,111]
[21,39,-14];[59,86,131]
[-65,50,2];[57,57,57]
[6,48,6];[8,53,144]
[-65,49,2];[59,60,62]
[48,9,4];[29,29,29]
[-29,50,2];[35,36,38]
[-23,49,2];[46,47,42]
[-24,49,2];[46,47,42]
[11,29,-12];[54,54,52]
[-35,33,-8];[200,166,33]
[-79,45,-4];[22,24,23]
[-25,49,2];[46,47,41]
[-63,48,-6];[46,46,48]
[-31,49,2];[68,70,69]
[-57,44,-11];[8,8,8]
[-77,32,-7];[81,81,81]
[-33,49,2];[79,81,80]
[-33,47,8];[15,15,15]
[88,22,-2];[67,67,65]
[65,30,4];[13,13,13]
[-36,50,-6];[27,27,25]
[-35,49,2];[48,50,49]
[-81,43,3];[1,1,1]
[-38,48,2];[32,32,30]
[-39,48,2];[20,22,21]
[-37,44,10];[12,12,10]
[-52,48,2];[6,6,4]
[-53,48,2];[6,6,4]
[-81,49,2];[73,66,60]
[-45,51,9];[83,77,45]
[-82,48,2];[58,60,59]
[39,21,6];[69,70,72]
[-75,45,-10];[69,69,69]
[-85,48,2];[58,58,58]
[10,52,-11];[55,55,55]
[-87,47,2];[59,59,57]
[-58,25,-8];[38,38,38]
[41,47,2];[50,50,50]
[-43,49,7];[31,32,27]
[12,1,7];[55,55,53]
[88,34,-1];[17,17,17]
[-78,47,2];[18,18,16]
[40,35,-7];[18,18,18]
[68,47,2];[62,62,62]
[-30,32,-6];[61,63,62]
[-82,46,2];[27,26,21]
[-76,47,-7];[65,67,66]
[50,46,2];[41,40,38]
[-21,29,9];[18,18,18]
[91,45,2];[79,79,79]
[-40,44,-8];[57,59,56]
[-56,20,-5];[16,15,13]
[88,45,2];[62,64,63]
[84,45,2];[59,60,62]
[62,47,-1];[57,57,57]
[85,45,2];[62,62,64]
[84,45,1];[59,59,59]
[-25,39,10];[55,57,56]
[83,45,2];[62,64,63]
[-81,35,-2];[136,131,102]
[82,45,2];[69,70,64]
[40,8,-5];[58,59,61]
[79,45,2];[106,96,60]
[17,1,-1];[48,48,48]
[80,45,1];[60,60,58]
[-93,45,2];[94,98,99]
[-25,50,4];[55,57,56]
[-35,38,14];[59,58,53]
[83,20,-5];[65,66,68]
[48,45,2];[55,47,34]
[-27,31,-13];[61,60,58]
[-79,44,2];[7,7,5]
[-80,43,2];[1,1,1]
[-1,14,13];[56,56,56]
[-91,43,2];[3,3,3]
[-92,43,2];[54,56,55]
[8,8,-13];[250,205,60]
[91,43,2];[76,76,76]
[-93,42,2];[103,105,104]
[-85,38,2];[5,5,3]
[-93,39,2];[81,81,83]
[50,36,2];[23,22,18]
[17,18,-1];[30,30,32]
[48,11,-5];[43,43,43]
[-85,36,1];[11,11,9]
[-1,0,-2];[70,70,70]
[-84,36,1];[11,11,9]
[-90,36,1];[12,12,12]
[13,48,16];[95,96,98]
[-91,36,1];[11,11,13]
[-92,36,1];[31,31,33]
[75,35,2];[25,25,23]
[88,34,2];[68,68,68]
[52,16,-5];[41,42,44]
[23,22,-4];[8,8,8]
[-42,54,2];[40,38,39]
[74,31,2];[7,7,7]
[-81,31,2];[65,67,66]
[14,25,6];[23,23,21]
[-57,31,2];[7,7,5]
[9,18,12];[244,205,24]
[-41,30,2];[55,57,56]
[-17,22,2];[21,21,19]
[-44,30,2];[104,108,111]
[-37,24,4];[3,3,3]
[24,52,10];[57,57,57]
[-58,31,2];[6,6,4]
[16,26,6];[22,22,20]
[-53,16,-2];[239,201,76]
[-45,30,2];[103,108,112]
[-42,51,-1];[53,55,54]
[-48,30,2];[103,108,112]
[-49,30,2];[50,52,49]
[-51,30,2];[50,52,51]
[11,47,13];[143,137,137]
[-1,33,-10];[5,39,147]
[-38,47,4];[6,6,6]
[-53,30,2];[21,21,21]
[-33,41,-12];[50,52,51]
[-60,21,2];[8,8,10]
[-32,30,2];[60,60,58]
[-29,29,2];[33,34,36]
[-58,29,2];[1,1,1]
[-26,22,6];[1,1,1]
[-75,29,2];[61,62,64]
[-40,36,14];[60,157,189]
[-87,47,3];[63,64,66]
[88,29,2];[67,67,67]
[-32,29,2];[16,18,17]
[88,22,3];[71,71,73]
[-44,29,2];[199,169,53]
[-43,29,2];[198,166,55]
[-78,40,-4];[14,16,15]
[82,27,0];[23,23,21]
[-70,28,2];[6,6,6]
[30,36,15];[27,27,29]
[-61,26,2];[145,192,222]
[-12,43,15];[5,6,8]
[-36,30,-4];[49,49,41]
[-18,26,1];[35,35,33]
[-25,42,-12];[52,51,33]
[-20,16,-3];[6,7,9]
[56,23,2];[23,23,23]
[62,22,2];[58,58,58]
[-56,39,11];[8,8,8]
[-82,34,-6];[8,8,8]
[-30,22,3];[108,88,1]
[-13,26,-9];[45,44,39]
[17,21,2];[52,52,50]
[-58,59,-2];[1,1,1]
[-44,19,-6];[247,202,51]
[-16,21,2];[26,28,27]
[79,18,2];[45,39,27]
[41,8,3];[21,19,20]
[30,18,2];[46,38,27]
[-20,16,2];[6,6,8]
[-40,16,2];[66,67,69]
[19,15,1];[10,10,10]
[-25,16,2];[97,92,88]
[32,16,2];[48,40,27]
[-65,48,-7];[50,50,50]
[50,15,3];[12,12,12]
[-62,47,-5];[30,31,35]
[80,15,2];[69,69,69]
[12,25,6];[1,1,0]
[-59,34,-10];[9,9,7]
[-47,47,4];[53,55,54]
[-22,15,1];[39,39,37]
[-23,40,10];[41,41,33]
[-66,30,3];[24,24,24]
[85,14,2];[70,74,75]
[18,12,2];[6,6,6]
[2,23,-10];[30,30,30]
[73,24,2];[36,29,21]
[-20,12,1];[178,155,79]
[21,52,-11];[56,56,56]
[16,11,2];[26,26,26]
[88,27,0];[66,66,68]
[-16,10,2];[44,45,47]
[50,8,2];[73,73,73]
[-85,42,0];[42,42,40]
[-16,8,3];[25,25,25]
[-16,4,2];[1,1,1]
[-7,0,2];[63,57,33]
[-54,28,-10];[46,46,46]
[11,0,2];[75,67,44]
[37,30,-9];[32,32,32]
[-2,0,2];[66,66,66]
[-11,0,2];[242,203,84]
[-53,61,2];[149,148,153]
[-71,29,0];[13,13,15]
[17,60,2];[58,58,58]
[88,30,-2];[66,66,68]
[88,29,1];[67,67,67]
[-38,29,4];[96,103,113]
[-10,60,2];[65,65,65]
[19,10,-1];[59,57,58]
[-58,57,1];[49,50,54]
[2,10,-14];[55,55,55]
[-57,56,1];[1,1,1]
[-54,47,13];[168,154,128]
[2,52,11];[56,58,57]
[-17,55,2];[41,41,41]
[-22,55,2];[41,41,41]
[-56,56,1];[0,0,0]
[11,58,4];[171,150,67]
[17,8,-6];[77,73,72]
[-59,55,1];[86,87,91]
[-58,56,1];[16,16,18]
[-38,30,-1];[53,55,54]
[-56,55,1];[5,5,5]
[31,54,2];[57,57,57]
[-18,46,16];[66,68,67]
[-16,54,2];[13,13,13]
[37,52,2];[58,58,58]
[-11,60,0];[61,61,63]
[-27,51,2];[47,47,45]
[-19,50,2];[193,166,61]
[-59,25,4];[36,36,36]
[-26,49,2];[59,61,60]
[-67,49,2];[42,42,42]
[-62,49,2];[31,31,33]
[-77,48,1];[4,2,3]
[73,47,2];[69,70,74]
[66,47,2];[61,61,63]
[53,17,4];[61,62,64]
[-59,28,10];[63,63,65]
[-87,43,1];[16,16,14]
[-85,43,1];[22,22,20]
[-38,53,-5];[63,63,63]
[40,34,2];[56,56,56]
[-84,33,2];[21,21,21]
[-41,46,10];[55,57,54]
[-11,55,2];[39,39,37]
[-90,33,2];[73,73,73]
[-78,31,1];[20,20,20]
[-24,25,7];[15,15,15]
[-79,31,1];[31,31,31]
[-60,50,-7];[59,59,59]
[-80,31,1];[54,54,52]
[60,31,1];[42,42,40]
[-83,41,-9];[60,61,65]
[-18,15,3];[63,62,67]
[-81,38,8];[68,68,68]
[18,25,3];[20,19,15]
[38,30,2];[47,47,47]
[-36,30,2];[45,47,44]
[79,29,2];[36,38,37]
[-67,30,2];[36,37,39]
[-60,29,2];[11,11,11]
[-65,29,2];[68,68,68]
[7,18,-14];[234,197,57]
[-31,29,2];[58,59,61]
[-34,29,2];[17,19,18]
[-34,30,6];[71,71,69]
[-41,29,4];[197,170,65]
[-69,50,-5];[31,31,33]
[-46,29,2];[197,170,63]
[-51,29,2];[17,17,17]
[-73,48,7];[44,42,43]
[-73,29,2];[24,24,24]
[-83,40,8];[62,63,65]
[-78,32,2];[31,31,31]
[-61,27,1];[149,199,232]
[37,51,11];[102,102,104]
[35,54,-9];[79,79,79]
[16,26,2];[27,27,19]
[17,24,2];[22,22,14]
[-57,46,13];[240,200,24]
[-55,55,0];[38,38,38]
[-17,23,2];[19,19,19]
[-16,23,2];[24,24,22]
[-61,24,2];[135,181,215]
[-7,30,15];[133,134,136]
[-25,20,2];[64,66,65]
[-26,20,2];[51,53,52]
[-56,31,11];[48,48,46]
[54,20,2];[24,24,24]
[-16,19,2];[26,24,27]
[-46,42,-10];[21,21,21]
[-16,17,2];[31,31,29]
[-18,32,14];[60,61,63]
